# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALMS	NOTE	BORROWING	CHINESE	COGID	COGS	HANZI	MORPHEME_STRUCTURE	ALIGNMENT	CONSENSUS
30327	KirantiKhaling		to buy	ʔiŋ	ʔ i ŋ	ʔ i ŋ				2692				ʔ i ŋ	ʔ i ŋ
30328	KirantiLimbu		to buy	iŋ	i ŋ	i ŋ				2692				- i ŋ	ʔ i ŋ
36102	MizoLushai	buy (v)	to buy	lei	l e i	l e i				3591				l e i	lei
30780	SiniticOldChinese		to buy	mˤrajʔ	mˤ r a j ʔ	) mˤ r a j ʔ			买	685		買	to-918	mˤ r a j ʔ - - - - -	m a i
37910	KirantiHayu	buy (vt, vtt)	to buy	yiŋ	j i ŋ	j i ŋ				2692				j i ŋ	ʔ i ŋ
31224	BurmishOldBurmese		to buy	vay	v a j	- v a j				947				v a j -	v u ⁵⁵
38009	Tangut		to buy	lwə	l wə					2333		買		l wə -	l wə ə
31573	KhroskyabsWobzi		to buy	jdə̂	j d ə̂	j d ə̂				2333				j d ə̂	l wə ə
31827	ChepangChepang	get, obtain (with effort, cost, intentionally), buy	to buy	leʔ-	l e ʔ	l e ʔ				3800				l e ʔ	leʔ-
20071	NungicDulong	buy	to buy	wɑn⁵³	w ɑ n ⁵³	w ɑ n ⁵³	This variety of Dulong  has -ɹ but reflects -l as -n. See also 'ten'			3307				w ɑ n ⁵³	wɑn⁵³
32090	GaroGaro	buy (vt)	to buy	bre-a	b r e + a	) b r e + a				685				b r e - - + - - a -	m a i
32569	KirantiThulung		to buy	bhremu	bh r e	) bh r e				685				bh r e - - - - - - -	m a i
32664	ChinHakha	buy (v.)	to buy	cawk	ts òo + + ts oo k	ts òo + + ts oo k				4116				ts òo + + ts oo k	cawk
#
33097	TibetoKinauriBunan	chew	to chew	ruk	r u k	r u k				275				r u k	ruk
33795	KirantiKulung	chew (vt-4 [1: kham- 2: khamm- 3: kham-])	to chew	khamma	kʰ a m m a	) kʰ a m m a	Nepali: capāunu. (Tolsma1999)			707				kʰ a m m a -	k a m
34922	BurmishXiandao	chew	to chew	mam³¹	m a m ³¹	m a m ³¹				1147	71		chew	m a m ³¹	m a m ³¹
35108	BurmishMaru	chew	to chew	vɔ³⁵	v ɔ ³⁵	v ɔ ³⁵				1220	73		chew	v ɔ - ³⁵	v ɔ ⁵⁵
35166	BurmishRangoon	chew	to chew	wɑ⁵⁵	w ɑ ⁵⁵	w ɑ ⁵⁵				1220	73			w ɑ - ⁵⁵	v ɔ ⁵⁵
35199	BurmishBola	chew	to chew	va³¹	v a ³¹	v a ³¹				1220	73		chew	v a - ³¹	v ɔ ⁵⁵
35322	BurmishLashi	chew	to chew	nɛ̱ː⁵⁵	n ɛ̰ː ⁵⁵	n ɛ̰ː ⁵⁵				1268	72			n ɛ̰ː ⁵⁵	n ḛ ⁵⁵
35501	BurmishAtsi	chew	to chew	ne̱²¹	n ḛ ²¹	n ḛ ²¹				1268	72		chew	n ḛ ²¹	n ḛ ⁵⁵
19649	rGyalrongDaofu	chew	to chew	ngə ga	n g ə + g a	- n g ə + g a	!			1534				n g ə + - - - - - - g a - - -	g a
37209	SiniticBeijing	chew	to chew	tɕiɑo³⁵	tɕ i ɑ o ³⁵	) tɕ i ɑ o ³⁵	嚼 jue2/jiao2 < dzjak < *[dz]ewk.  Cognate but morpholically distinct. LS		嚼	10301	25	嚼	to-25	tɕ i ɑ o ³⁵	tɕiɑo³⁵
37210	SiniticGuangzhou	chew	to chew	tsiu²²	ts i u ²²	) ts i u ²²	噍 *[dz]ewk-s > dzjewH > jiào		!	1884	25	囗	to-25	- - - - - ts i - u ²²	ts i u ⁵⁵
37212	SiniticLonggang		to chew	tsʰiau⁵⁵	tsʰ i a u ⁵⁵	) tsʰ i a u ⁵⁵	噍 *[dz]ewk-s > dzjewH > jiào			1884	25	囗	to-25	- - - - - tsʰ i a u ⁵⁵	ts i u ⁵⁵
37213	SiniticJieyang		to chew	pou¹¹	p o u ¹¹	p o u ¹¹	哺 *[b]ˤa-s > buH > bǔ ‘have food in the mouth’			1885	1064	哺	to-1064	p o u ¹¹	p o u ¹¹
37214	SiniticXingning		to chew	tɕʰiɑɔ⁵³	tɕʰ i ɑ ɔ ⁵³	) tɕʰ i ɑ ɔ ⁵³	噍 *[dz]ewk-s > dzjewH > jiào			1884	25	嚼	to-25	- - - - - tɕʰ i ɑ ɔ ⁵³	ts i u ⁵⁵
21060	TaniBokar	chew	to chew	tɕet	tɕ e t	tɕ e t				3255				tɕ e t	tɕet
33571	TibetoKinauriRongpo	chew	to chew	cəba- cəpa-	tʃ ə b a _ tʃ ə p a	tʃ ə b a _ tʃ ə p a				3005				tʃ ə b a _ tʃ ə p a	cəba- cəpa-
37700	NagaUkhrul	chew	to chew	kə-ʃɐj	k ə + ʃ ɐ j	k ə + ʃ ɐ j				2117				k ə + ʃ ɐ j	kə-ʃɐj
37911	KirantiHayu	chew (vt, vr)	to chew	nok	n o k	n o k				2225				n o k	n ɔ k
38089	Tangut		to chew	gjii	g jii					1534		嚙		- - - - - - - - - - g - - jii -	g a
38413	Karbi		to chew	heje	h e j e		from :cite:Walker1925<br>page in :cite:Walker1925 224			10332				h e j e	heje
38635	Rabha	chew	to chew	tʃo-bai	tʃ o + b a i					10333				tʃ o + b a i	tʃo-bai
17380	BodicTshangla	chew	to chew	mur	m u r	) m u r		tib mur		10830				m u r	mur
33879	KirantiBantawa	to chew (soundless, as fo rice)	to chew	kʰuma (kʰu)	k͏ʰ u	k͏ʰ u				2571				k͏ʰ u	kʰuma (kʰu)
1238	TibetanOldTibetan		to chew	ɴtɕʰa	ɴ tɕʰ a	) ɴ tɕʰ a				2742				ɴ tɕʰ a - - - -	ɴ tɕ a
1267	rGyalrongJaphug		to chew	nɤŋka	n ɤ ŋ k a	- n ɤ ŋ k a				1534				- - - - - - - n ɤ ŋ k a - - -	g a
24536	rGyalrongMaerkang	chew	to chew	kɑ wɑ ŋkᴇi	k ɑ _ w ɑ _ ŋ k ᴇ i	- k ɑ _ w ɑ _ ŋ k ᴇ i	!			1534				- k ɑ _ w ɑ _ ŋ - - k ᴇ i - -	g a
24639	TibetanBatang	chew	to chew	tɕa⁵³	tɕ a ⁵³	) tɕ a ⁵³				2742				- tɕ a - - - ⁵³	ɴ tɕ a
24958	TibetanAlike	chew	to chew	mo re	m o _ r e	) m o _ r e				2448				m o _ r e - -	m u ²³¹
24959	TibetanAlike	chew	to chew	rdat	r d a t	r d a t	!			2960				r d a t	r d a l
25154	DengDarangTaraon	chew	to chew	thɑ³¹mɑ⁵⁵	th ɑ ³¹ ◦ m ɑ ⁵⁵	th ɑ ³¹ ◦ m ɑ ⁵⁵				3007				th ɑ ³¹ ◦ m ɑ ⁵⁵	thɑ³¹mɑ⁵⁵
25175	DengYidu	chew	to chew	hɑ⁵⁵mu⁵⁵	h ɑ ⁵⁵ ◦ m u ⁵⁵	h ɑ ⁵⁵ ◦ m u ⁵⁵				3272				h ɑ ⁵⁵ ◦ m u ⁵⁵	hɑ⁵⁵mu⁵⁵
25363	TibetanBatang	chew	to chew	mᴜ²³¹	m ᴜ ²³¹	) m ᴜ ²³¹				2448				- - - m ᴜ - ²³¹	m u ²³¹
33343	TibetoKinauriByangsi	chew (something which is something hard)	to chew	pàcmo	p à c/tʃ m o	p à c/tʃ m o				3123				p à c/tʃ m o	pàcmo
22149	QiangicZhaba	chew	to chew	tɛ³³ptɛ⁵⁵	t ɛ ³³ ◦ p t ɛ ⁵⁵	t ɛ ³³ ◦ p t ɛ ⁵⁵	!			2399				t ɛ ³³ ◦ p t ɛ ⁵⁵	tɛ³³ptɛ⁵⁵
37211	SiniticChaozhou		to chew	pou¹¹	p o u ¹¹	p o u ¹¹	哺 *[b]ˤa-s > buH > bǔ ‘have food in the mouth’			1885	1064	哺	to-1064	p o u ¹¹	p o u ¹¹
23653	NungicDulong	chew	to chew	mjɑ⁵³	m j ɑ ⁵³	- m j ɑ ⁵³		< Jingpo (LS)		10883				m j ɑ ⁵³	mjɑ⁵³
35851	KirantiBahing	chew (vt)	to chew	nɔk-	n ɔ k	n ɔ k				2225				n ɔ k	n ɔ k
17304	JingphoJingpho	chew	to chew	mă³¹|ja⁵⁵	m ă ³¹ ◦ j a ⁵⁵	m ă ³¹ ◦ j a ⁵⁵	!			3200				m ă ³¹ ◦ j a ⁵⁵	mă³¹|ja⁵⁵
30329	KirantiKhaling		to chew	kɛm	k ɛ m	) k ɛ m				707				k ɛ m - - -	k a m
30330	KirantiLimbu		to chew	khamt	kh a m t +	) kh a m t +				707				kh a m t - +	k a m
19188	LoloishLisu	chew	to chew	guɑ³¹	g u ɑ ³¹	g u ɑ ³¹				1534				- - - - - - - - - - g u ɑ - ³¹	g a
35167	BurmishAchang	chew	to chew	mam³¹	m a m ³¹	m a m ³¹				1147	71		chew	m a m ³¹	m a m ³¹
30781	SiniticOldChinese		to chew	dzewk←s	dz e w k + s	) dz e w k + s			嚼	1884		噍	to-25 _s-coda	dz e w k + s - - - -	ts i u ⁵⁵
31225	BurmishOldBurmese		to chew	vāḥ	v ā ḥ	- v ā ḥ				1220				v ā ḥ -	v ɔ ⁵⁵
31574	KhroskyabsWobzi		to chew	χtɕâχtɕa	χ tɕ â χ tɕ a	) χ tɕ â χ tɕ a				2742				χ tɕ â χ tɕ a -	ɴ tɕ a
15626	TibetanXiahe	chew	to chew	dal	d a l	d a l				2960				- d a l	r d a l
16028	TibetanLhasa	chew	to chew	mur¹³	m u r ¹³	) m u r ¹³				2448				- - - m u r ¹³	m u ²³¹
32570	KirantiThulung		to chew	kammu	k a m	) k a m				707				k a m - - -	k a m
32665	ChinHakha	chew (v.)	to chew	khai	kh ai	kh ai	[full entry: ]			4117				kh ai	khai
#
33006	TibetoKinauriBunan	come	to come	kjot	k j o t	k j o t	Comment (by Widmer2014): «WT skyod»	tib[skʲod]		10577				k j o t	kjot
33796	KirantiKulung	come (from whatever direction) (vi-7 [1: tɔi- 2: tɔ- 3: tai- 4: ta-])	to come	tama	t a m a	t a m a	Nepali: āunu. (Tolsma1999)			708				t a m a	tama
17413	BodicTshangla	come	to come	ʔu	ʔ u	ʔ u				709				ʔ u	ʔu
33883	KirantiBantawa	to come (level)	to come	banma (bana)	b a n	) b a n				759				- - - b - a n -	v i
34126	BurmishLashi	come v.	to come	leː⁵⁵	l eː ⁵⁵	l eː ⁵⁵				883	157			l eː ⁵⁵	l ɑ ⁵⁵
34128	BurmishXiandao	come v.	to come	lɔ⁵⁵	l ɔ ⁵⁵	) l ɔ ⁵⁵				884	157		come	- - - l ɔ - - ⁵⁵	l a i
34328	BurmishAchang	come v.	to come	ʐə³⁵	ʐ ə ³⁵	ʐ ə ³⁵				883	157		come	ʐ ə ³⁵	l ɑ ⁵⁵
34331	BurmishBola	come v.	to come	la⁵⁵	l a ⁵⁵	l a ⁵⁵				883	157		come	l a ⁵⁵	l ɑ ⁵⁵
1589	Tangut	come	to come	ljịj²	l j ị j ²				来	10244		來		l j ị j ²	ɮ j ɛ j ²
34722	BurmishRangoon		to come	lɑ²²	l ɑ ²²	l ɑ ²²				883	157			l ɑ ²²	l ɑ ⁵⁵
18349	rGyalrongMaerkang	come	to come	kɑ po	k ɑ _ p o	) k ɑ _ p o				759				k ɑ _ p - o - -	v i
18718	TibetanLhasa	come	to come	joŋ¹³	j o ŋ ¹³	j o ŋ ¹³				2445				j o ŋ ¹³	j o ŋ
18729	rGyalrongDaofu	come	to come	ɮɛ	ɮ ɛ	- ɮ ɛ	doubtful			10244				ɮ - ɛ - -	ɮ j ɛ j ²
35852	KirantiBahing	come, ? come back (vi)	to come	ra-	r a	) r a				1433				r a	ra-
37216	SiniticGuangzhou		to come	lɐi²¹	l ɐ i ²¹	) l ɐ i ²¹				884	23	囗	to-23	- - - l ɐ - i ²¹	l a i
37218	SiniticLonggang		to come	lɔi²¹	l ɔ i ²¹	) l ɔ i ²¹				884	23	來	to-23	- - - l ɔ - i ²¹	l a i
37220	SiniticXingning		to come	lɔɛ²⁴	l ɔ ɛ ²⁴	) l ɔ ɛ ²⁴				884	23	來	to-23	- - - l ɔ - ɛ ²⁴	l a i
37221	SiniticGuangzhou		to come	lei²¹	l e i ²¹	) l e i ²¹				884	23	囗	to-23	- - - l e - i ²¹	l a i
37912	KirantiHayu	arrive (vi)	to come	doŋ	d o ŋ	d o ŋ				2226				d o ŋ	doŋ
38312	Karbi		to come	vàng	v à ng		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «vang(phli)[...]» (page: 230)			2445				v à ng -	j o ŋ
22042	DengDarangTaraon	come	to come	xɑ³¹nɑŋ⁵⁵ (nɑ⁵⁵)	x ɑ ³¹ ◦ n ɑ ŋ ⁵⁵	x ɑ ³¹ ◦ n ɑ ŋ ⁵⁵				2358				x ɑ ³¹ ◦ n ɑ ŋ ⁵⁵	xɑ³¹nɑŋ⁵⁵ (nɑ⁵⁵)
22130	QiangicZhaba	come (future)	to come	vʌ¹³	v ʌ ¹³	v ʌ ¹³				759				- - - v - ʌ - ¹³	v i
22131	QiangicZhaba	come (past)	to come	vʌ⁵³	v ʌ ⁵³	v ʌ ⁵³				759				- - - v - ʌ - ⁵³	v i
38638	Rabha	come	to come	rɨ́-ba	r ɨ́ + b a					10155				r ɨ́ - + b a	r e ʔ + b a
22340	TaniBokar	come	to come	oŋ	o ŋ	- o ŋ				2445				- o ŋ -	j o ŋ
22812	TibetanXiahe	come	to come	joŋ	j o ŋ	- j o ŋ				2445				j o ŋ -	j o ŋ
20263	JingphoJingpho	come	to come	sa³³	s a ³³	s a ³³				2627				s a ³³	sa³³
20335	TibetanBatang	come	to come	ʔõ¹³	ʔ õ ∼ ¹³	ʔ õ ∼ ¹³				2445				ʔ õ ∼ ¹³	j o ŋ
20336	TibetanBatang	come (imperative)	to come	xhoʔ⁵³	xh o ʔ ⁵³	xh o ʔ ⁵³				2712				xh o ʔ ⁵³	xh o k ⁵²
24113	TaniBokar	come	to come	pɯŋ	p ɯ ŋ	p ɯ ŋ				2804				p ɯ ŋ	pɯŋ
24258	DengYidu	come	to come	je⁵⁵i⁵⁵po⁵³	j e ⁵⁵ ◦ i ⁵⁵ ◦ p o ⁵³	j e ⁵⁵ ◦ i ⁵⁵ ◦ p o ⁵³	!			2846				j e ⁵⁵ ◦ i ⁵⁵ ◦ p o ⁵³	je⁵⁵i⁵⁵po⁵³
24989	TibetanAlike	come	to come	joŋ	j o ŋ	- j o ŋ				2445				j o ŋ -	j o ŋ
24990	TibetanAlike	come	to come	xhok	xh o k	- xh o k	?			2712				xh o k -	xh o k ⁵²
1556	TibetanOldTibetan	come	to come	joŋ-	j o ŋ	- j o ŋ			来	2445		來		j o ŋ -	j o ŋ
34330	BurmishAtsi	come v.	to come	le⁵⁵	l e ⁵⁵	l e ⁵⁵				883	157		come	l e ⁵⁵	l ɑ ⁵⁵
34334	BurmishMaru	come v.	to come	li⁵⁵	l i ⁵⁵	l i ⁵⁵				883	157		come	l i ⁵⁵	l ɑ ⁵⁵
1569	KirantiKhaling	come	to come	pi-	p i ◦	) p i ◦			来	759		來		- - - p - i - ◦	v i
1570	KirantiLimbu	come	to come	phɛn-	pʰ ɛ n ◦	) pʰ ɛ n ◦			来	759		來		- - - pʰ - ɛ n ◦	v i
1585	rGyalrongJaphug	come	to come	ɣi	ɣ i	- ɣ i			来	759		來		- - - - ɣ i - -	v i
33344	TibetoKinauriByangsi	come	to come	ra:mo	r aː m o	) r aː m o				884				- - - r aː m o -	l a i
37215	SiniticBeijing		to come	læi³⁵	l æ i ³⁵	) l æ i ³⁵				884	23	來	to-23	- - - l æ - i ³⁵	l a i
37217	SiniticChaozhou		to come	lai⁵⁵	l a i ⁵⁵	) l a i ⁵⁵				884	23	囗	to-23	- - - l a - i ⁵⁵	l a i
37219	SiniticJieyang		to come	lai⁵⁵	l a i ⁵⁵	) l a i ⁵⁵				884	23	囗	to-23	- - - l a - i ⁵⁵	l a i
33572	TibetoKinauriRongpo	come	to come	rha-	rh a	) rh a				884				- - - rh a - - -	l a i
20056	NungicDulong	come	to come	di⁵³	d i ⁵³	d i ⁵³				2356				d i ⁵³	di⁵³
37701	NagaUkhrul	come	to come	kʰə-ra	kʰ ə + r a	kʰ ə + r a				3410				kʰ ə + r a	kʰə-ra
18720	TibetanLhasa	come	to come	phe⁵²	ph e ⁵²	ph e ⁵²				3823				ph e ⁵²	phe⁵²
30789	SiniticOldChinese		to come	mərˤək	m ə + rˤ ə k	) m ə + rˤ ə k			来	884		來	_mə-prefix to-23	m ə + rˤ ə k - -	l a i
36103	MizoLushai	come (v)	to come	lokal	l o k a l	l o k a l				2563				l o k a l	lokal
37913	KirantiHayu	come (on the same level) (vi)	to come	phi(t)	pʰ i t	pʰ i t				2892				pʰ i t	phi(t)
31226	BurmishOldBurmese		to come	lā	l ā	- l ā				883				l ā -	l ɑ ⁵⁵
31578	KhroskyabsWobzi		to come	vjî	v j î	) v j î				759				- - - v j î - -	v i
31831	ChepangChepang	come	to come	waŋ-	w a ŋ	- w a ŋ				2445				w a ŋ -	j o ŋ
15703	LoloishLisu	come	to come	lɑ³³	l ɑ ³³	l ɑ ³³	doubtful			883				l ɑ ³³	l ɑ ⁵⁵
32095	GaroGaro	come (vi)	to come	i•-a	i ʔ + a	i ʔ + a				3926				i ʔ + a	i•-a
32096	GaroGaro	come (vi)	to come	re•-a	r e ʔ + a	) r e ʔ + a	not cognate with 來. OC *ə normally = Garo a (‘ear’ na, ‘child, son’=sa), no glottal stop			10155				r e ʔ + - a	r e ʔ + b a
32669	ChinHakha	come (v.)	to come	1. ra, hika ah hin ra;	r a	) r a	[full entry: 2. phanh; 3. zulh; e.g. Two comes after one = Pahnih nih pakhat kha a zulh; 4. chuahkehnak lei i chuahnak; e.g. Jack comes from a good family = Jack cu phun ttha chungin a chuakmi a si. past participle of come is come. come about = Zeitindah thil a hung umning a si? come over = Zei nih dah an ti?]			884				- - - r a - - -	l a i
16309	TibetanLhasa	come	to come	ɕo⁵²	ɕ o ⁵²	ɕ o ⁵²				2712				ɕ o - ⁵²	xh o k ⁵²
32571	KirantiThulung		to come	romu	r o k	) r o k				10245				r o k	romu
#
33059	TibetoKinauriBunan	count	to count	mik	m i k	m i k				250				m i k	mik
33345	TibetoKinauriByangsi	count	to count	hyɔŋmo	h j ɔ ŋ m o	h j ɔ ŋ m o				425				h j ɔ ŋ m o	hyɔŋmo
34345	BurmishAchang	count v. 2	to count	an³⁵	a n ³⁵	a n ³⁵				961	167			a n ³⁵	a n ³⁵
34346	BurmishAtsi	count v. 1	to count	ŋa̱p⁵⁵	ŋ a̰ p ⁵⁵	ŋ a̰ p ⁵⁵				962	168		count	ŋ a̰ p ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵
34348	BurmishLashi	count v. 1	to count	ŋa̱ːp⁵⁵	ŋ a̰ː p ⁵⁵	ŋ a̰ː p ⁵⁵				962	168			ŋ a̰ː p ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵
34349	BurmishMaru	count v. 1	to count	ŋɛ̱ʔ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵				962	168		count	ŋ ɛ̰ ʔ ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵
1715	TibetanOldTibetan		to count	rtsi	r ts i	) r ts i			数	1019				r ts i	h ts i
34652	BurmishRangoon		to count	je²²	j e ²²	j e ²²				1063	166		count	- - - - j e - ²²	r ěe l
18456	rGyalrongMaerkang	count (numbers)	to count	kɐ rtsə	k ɐ _ r ts ə	) k ɐ _ r ts ə	!	tib[rtsi]		10692				k ɐ _ r ts ə	kɐ rtsə
18842	TibetanLhasa	count (numbers)	to count	tʂhaŋ¹³ka⁵⁵ ca¹³²	tʂh a ŋ ¹³ ◦ k a ⁵⁵ _ c a ¹³²	tʂh a ŋ ¹³ ◦ k a ⁵⁵ _ c a ¹³²				3229				tʂh a ŋ ¹³ ◦ k a ⁵⁵ _ c a ¹³²	tʂhaŋ¹³ka⁵⁵ ca¹³²
16838	TaniBokar	count (numbers)	to count	kɯː	k ɯː	k ɯː				3138				k ɯː	kɯː
35853	KirantiBahing	count (vt)	to count	hik-	h i k	h i k				1434				h i k	hik-
19806	rGyalrongDaofu	count (numbers)	to count	ʂtse dʐu	ʂ ts e + ɖʐ u	) ʂ ts e + ɖʐ u	!	tib[rtsi]		10727				ʂ ts e + ɖʐ u	ʂtse dʐu
37222	SiniticBeijing		to count	ʂu²¹⁴	ʂ u ²¹⁴	ʂ u ²¹⁴				1886	919	數	to-919	- - ʂ - - u - ²¹⁴	s u ³⁵
37223	SiniticGuangzhou		to count	sou³⁵	s o u ³⁵	s o u ³⁵				1886	919	數	to-919	- - s - o u - ³⁵	s u ³⁵
37224	SiniticChaozhou		to count	siou⁵³	s i o u ⁵³	s i o u ⁵³				1886	919	數	to-919	- - s i o u - ⁵³	s u ³⁵
37225	SiniticLonggang		to count	su³²	s u ³²	s u ³²				1886	919	數	to-919	- - s - - u - ³²	s u ³⁵
37227	SiniticXingning		to count	sɔɑn⁵³	s ɔ ɑ n ⁵³	s ɔ ɑ n ⁵³				1887	420	算	to-420	s ɔ ɑ n ⁵³	sɔɑn⁵³
19861	BodicTshangla	count (numbers)	to count	dʐaŋ ʔa	dʐ a ŋ _ ʔ a	dʐ a ŋ _ ʔ a		tib grang		10731				dʐ a ŋ _ ʔ a	dʐaŋ ʔa
33573	TibetoKinauriRongpo	count	to count	gɔN-	g ɔ ɳ	g ɔ ɳ		nepali?		10656				g ɔ ɳ	gɔN-
38066	Tangut		to count	sej	s e j					10189		算		s e j	sej
22089	DengDarangTaraon	count (numbers)	to count	tɑ³¹tsɑi⁵⁵	t ɑ ³¹ ◦ ts ɑ i ⁵⁵	t ɑ ³¹ ◦ ts ɑ i ⁵⁵				2373				t ɑ ³¹ ◦ ts ɑ i ⁵⁵	tɑ³¹tsɑi⁵⁵
33797	KirantiKulung	count (vt-1 [1: Nir- ])	to count	Nirma	ŋ i r m a	) ŋ i r m a	Nepali: gannu. (Tolsma1999)			2475				ŋ i r m a	ŋ a r m
20157	NungicDulong	count (numbers)	to count	ɹɯ³¹tɯ⁵³	ɹ ɯ ³¹ + t ɯ ⁵³	ɹ ɯ ³¹ + t ɯ ⁵³				2489				ɹ ɯ ³¹ + t ɯ ⁵³	ɹɯ³¹tɯ⁵³
17451	JingphoJingpho	count (numbers)	to count	thi⁵⁵	th i ⁵⁵	th i ⁵⁵				735				th i - - ⁵⁵	th i j ḥ ⁵⁵
22900	TibetanXiahe	count (numbers)	to count	htsə	h ts ə	) h ts ə	!			1019				h ts ə	h ts i
36104	MizoLushai	count (v)	to count	chhiar	tʃʰ i a r	tʃʰ i a r				3664				tʃʰ i a r	chhiar
24123	LoloishLisu	count (numbers)	to count	vu³³	v u ³³	v u ³³				2807				v u ³³	vu³³
20428	TibetanBatang	count (numbers)	to count	tse⁵⁵ dʐu⁵³ dʑɑu²³¹	ts e ⁵⁵ _ dʐ u ⁵³ _ dʑ ɑ u ²³¹	ts e ⁵⁵ _ dʐ u ⁵³ _ dʑ ɑ u ²³¹				2849				ts e ⁵⁵ _ dʐ u ⁵³ _ dʑ ɑ u ²³¹	tse⁵⁵ dʐu⁵³ dʑɑu²³¹
25068	TibetanAlike	count (numbers)	to count	wtsi	w ts i	) w ts i	!			1019				w ts i	h ts i
25240	DengYidu	count (numbers)	to count	ɑ⁵⁵tʂhi⁵⁵	ɑ ⁵⁵ ◦ ʈʂʰ i ⁵⁵	ɑ ⁵⁵ ◦ ʈʂʰ i ⁵⁵				3025				ɑ ⁵⁵ ◦ ʈʂʰ i ⁵⁵	ɑ⁵⁵tʂhi⁵⁵
34347	BurmishBola	count v. 1	to count	ŋɛ̱ʔ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵				962	168		count	ŋ ɛ̰ ʔ ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵
34350	BurmishXiandao	count v. 2	to count	an³⁵	a n ³⁵	a n ³⁵				961	167		count	a n ³⁵	a n ³⁵
37226	SiniticJieyang		to count	siau³¹	s i a u ³¹	s i a u ³¹				1886	919	數	to-919	- - s i a u - ³¹	s u ³⁵
1744	rGyalrongJaphug		to count	rtsi	r ts i	) r ts i		tib[rtsi]	数	10935				r ts i	rtsi
22236	QiangicZhaba	count (numbers)	to count	ə⁵⁵ ʂtsə⁵⁵	ə ⁵⁵ _ ʂ ts ə ⁵⁵	) ə ⁵⁵ _ ʂ ts ə ⁵⁵	!	tib[rtsi]		10828				ə ⁵⁵ _ ʂ ts ə ⁵⁵	ə⁵⁵ ʂtsə⁵⁵
37702	NagaUkhrul	count	to count	kə-cak	k ə + c a k	k ə + c a k				3412				k ə + c a k	kə-cak
38643	Rabha	count (arch)	to count	li-xi	l i + x i					10339				l i + x i	li-xi
30792	SiniticOldChinese		to count	s→roʔ	s + r o ʔ	- s + r o ʔ			數	1886		數	to-919	s + r - - o ʔ -	s u ³⁵
37914	KirantiHayu	count, think (vtt)	to count	hi	h i	h i				3646				h i	hi
36105	MizoLushai	count (v)	to count	chhût	tʃʰ û t	tʃʰ û t				2865				tʃʰ û t	chhût
31227	BurmishOldBurmese		to count	riy	r i j	- r i j				1063				- - - - r i j -	r ěe l
31228	BurmishOldBurmese		to count	tiyḥ	t i j ḥ	t i j ḥ				735				t i j ḥ -	th i j ḥ ⁵⁵
31536	KirantiKhaling		to count	khritt	kh r i t t	kh r i t t				3721				kh r i t t	khritt
31540	KirantiLimbu		to count	kha=niːtt	kh a + ̩ n iː t t	kh a + ̩ n iː t t				3724				kh a + ̩ n iː t t	kha=niːtt
31580	KhroskyabsWobzi		to count	çsə̂r	ç s ə̂ r	ç s ə̂ r				3738				ç s ə̂ r	ç s ɤ r
31801	rGyalrongJaphug		to count	χsɤr	χ s ɤ r	χ s ɤ r				3738				χ s ɤ r	ç s ɤ r
31833	ChepangChepang	drop off, pull off one by one (petals, etc.); name one by one; count, tally, take account of (ext.)	to count	theŋ-	th e ŋ	th e ŋ				3801				th e ŋ	theŋ-
32098	GaroGaro	count (vt)	to count	chan-a	ch a n + a	ch a n + a				3927				ch a n + a	chan-a
38385	Karbi		to count	lakha	l a kh a		from :cite:Walker1925<br>page in :cite:Walker1925 238	IA		10933				l a kh a	lakha
32572	KirantiThulung		to count	ŋarmu	ŋ a r	) ŋ a r				2475				ŋ a r - -	ŋ a r m
32671	ChinHakha	count (v.)	to count	1. rel;	r êe l + r ěe l	- r êe l + r ěe l	[full entry: 2. man a ngei, biapi a si; e.g. Everything you do counts = Na tuahmi paoh kha man a ngei. count on = bochan. count up = fonh; e.g. Count up what I gave you = Kan pekmi kha fonh dih.]			1063				r êe l + r ěe l -	r ěe l
#
33134	TibetoKinauriBunan	weep (single person)	to cry (weep)	tjo	t j o	- t j o				304				t j o - - -	t j o + m o
33574	TibetoKinauriRongpo	cry (vi.) (IA)	to cry (weep)	aRək-	a ɽ ə k	a ɽ ə k				570				a ɽ ə k	aRək-
33884	KirantiBantawa	to cry, weep	to cry (weep)	kʰapma (kʰaptu)	k͏ʰ a p	) k͏ʰ a p				760				- - - - - - - - - k͏ʰ - - a p - - - -	k a p
33346	TibetoKinauriByangsi	weep (v.)	to cry (weep)	te-mo	t e + m o	t e + m o				304				t - e + m o	t j o + m o
34893	BurmishLashi	cry	to cry (weep)	ŋaːu³¹	ŋ aː u ³¹	ŋ aː u ³¹				1127	32		cry	ŋ aː - u ³¹	ŋ u
