# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALMS	NOTE	BORROWING	CHINESE	COGID	COGS	HANZI	MORPHEME_STRUCTURE
37168	SiniticJieyang		thin (object)	poʔ⁵	p o ʔ ⁵	p o ʔ ⁵				1870	278	薄	thin-278
37169	SiniticXingning		thin (object)	pʰɔʔ⁵	pʰ ɔ ʔ ⁵	pʰ ɔ ʔ ⁵				1870	278	薄	thin-278
38156	Tangut		thin (object)	bji	b ji					3196		薄	
38694	Rabha		thin (object)	pá	p á	p á				3196			
38705	BurmishAchang		thin (object)	ɕam³⁵	ɕ a m ³⁵	ɕ a m ³⁵				5			
38719	BurmishRangoon		thin (object)	pɑ⁵⁵	p ɑ ⁵⁵	p ɑ ⁵⁵				3196			
38749	BurmishLashi		thin (object)	pɔ̱ː⁵⁵	p ɔ̱ː ⁵⁵	p ɔ̱ː ⁵⁵				3196			
38750	BurmishBola		thin (object)	pa̱³⁵	p a̱ ³⁵	p a̱ ³⁵				3196			
38788	BurmishAtsi		thin (object)	ja̱m⁵⁵	j a̱ m ⁵⁵	j a̱ m ⁵⁵				5			
38766	BurmishMaru		thin (object)	pɔ̱³⁵	p ɔ̱ ³⁵	p ɔ̱ ³⁵				3196			
30608	JingphoJingpho	thin	thin (object)	pha³¹	ph a ³¹	) ph a ³¹				3196			
38748	BurmishXiandao		thin (object)	çam³⁵	ç a m ³⁵	ç a m ³⁵				5			
37166	SiniticChaozhou		thin (object)	poʔ⁵	p o ʔ ⁵	p o ʔ ⁵				1870	278	薄	thin-278
10778	TibetanOldTibetan		thin (object)	srab	s r a b	) s r a b			薄	3192			
10807	rGyalrongJaphug		thin (object)	mba	mb a	) mb a			薄	3196			
32561	KirantiThulung		thin (object)	pelelem	p e l e l e m	p e l e l e m				3225			
37692	NagaUkhrul	thin (objects)	thin (object)	kə-ŋə-va	k ə + ŋ ə + v a	k ə + ŋ ə + v a				3401			
30445	KirantiKhaling		thin (object)	ʦhɛbɛ	ʦh ɛ b ɛ	ʦh ɛ b ɛ				3540			
30554	QiangicZhaba	thin	thin (object)	ptsɿ³³ ptsɿ⁵⁵	p ts ɿ ³³ _ p ts ɿ ⁵⁵	p ts ɿ ³³ _ p ts ɿ ⁵⁵				3574			
30561	LoloishLisu	thin	thin (object)	bɑ³¹	b ɑ ³¹	) b ɑ ³¹				3196			
30562	TibetanAlike	thin	thin (object)	ʂa wə	ʂ a _ w ə	) ʂ a _ w ə				3192			
30586	rGyalrongMaerkang	thin	thin (object)	kə mbɑ	k ə _ m b ɑ	) k ə _ m b ɑ				3196			
30587	TibetanLhasa	thin	thin (object)	tʂə⁵⁵pu⁵⁵	tʂ ə ⁵⁵ ◦ p u ⁵⁵	) tʂ ə ⁵⁵ ◦ p u ⁵⁵				3192			
30607	TaniBokar	thin	thin (object)	be |tɕor	b e + |tɕ o r	b e + |tɕ o r				2929			
30634	TibetanBatang	thin	thin (object)	sɑu⁵⁵	s ɑ u ⁵⁵	) s ɑ u ⁵⁵				3192			
30636	NungicDulong	thin	thin (object)	bɑ⁵³	b ɑ ⁵³	) b ɑ ⁵³				3196			
30637	TibetanBatang	thin	thin (object)	sɑu⁵⁵ɣᴜ⁵³	s ɑ u ⁵⁵ ◦ ɣ ᴜ ⁵³	) s ɑ u ⁵⁵ ◦ ɣ ᴜ ⁵³				3192			
30654	DengDarangTaraon	thin	thin (object)	bɑ⁵⁵ɑ⁵⁵	b ɑ ⁵⁵ ɑ ⁵⁵	) b ɑ ⁵⁵ ɑ ⁵⁵				3196			
30660	TibetanXiahe	thin	thin (object)	ʂap wə	ʂ a p _ w ə	) ʂ a p _ w ə				3192			
30682	DengYidu	thin	thin (object)	bɑ⁵⁵ɑ⁵⁵	b ɑ ⁵⁵ ɑ ⁵⁵	) b ɑ ⁵⁵ ɑ ⁵⁵				3196			
30683	BodicTshangla	thin	thin (object)	ba lu	b a _ l u	) b a _ l u				3196			
30716	rGyalrongDaofu	thin	thin (object)	bə be	b ə + b e	) b ə + b e				3196			
31008	SiniticOldChinese		thin (object)	pˤerʔ	pˤ e r ʔ	pˤ e r ʔ	opposite of 'thick'		薄	3672		扁	thin-27?
31216	BurmishOldBurmese		thin (object)	pāḥ	p ā ḥ	) p ā ḥ				3196			
31539	KirantiLimbu		thin (object)	paːm-paːm	p aː m - p aː m	p aː m - p aː m				3723			
31762	KhroskyabsWobzi		thin (object)	ʁɴjí	ʁ ɴ j í	ʁ ɴ j í				3782			
32025	ChepangChepang	thin (flat object)	thin (object)	beʔ-	b e ʔ	b e ʔ				3895			
32283	GaroGaro	thin (adv)	thin (object)	ding-sri-sri	d i ŋ + s r i + s r i	d i ŋ + s r i + s r i				4025			
#
32862	ChinHakha	thou (pron.)	thou [second person singular]	nangmah.	n ǎ ŋ	) n ǎ ŋ				10475			
33175	TibetoKinauriBunan		thou [second person singular]	han	h a n	h a n				326			
33337	TibetoKinauriByangsi	2sg. you	thou [second person singular]	gan	g a n	g a n				326			
16957	JingphoJingpho	you	thou [second person singular]	naŋ³³	n a ŋ ³³	) n a ŋ ³³				10475			
17974	rGyalrongMaerkang	you	thou [second person singular]	no	n o	) n o				10475			
34491	BurmishAchang	you pron	thou [second person singular]	nuaŋ⁵⁵	n u a ŋ ⁵⁵	) n u a ŋ ⁵⁵	bad concept			10475	927		thou
34492	BurmishAtsi	you pron	thou [second person singular]	naŋ⁵¹	n a ŋ ⁵¹	) n a ŋ ⁵¹	bad concept			10475	927		
34493	BurmishBola	you pron	thou [second person singular]	nɔ̃⁵⁵	n ɔ̃ ∼ ⁵⁵	) n ɔ̃ ∼ ⁵⁵	bad concept			10475	927		thou
34494	BurmishLashi	you pron	thou [second person singular]	naŋ³¹	n a ŋ ³¹	) n a ŋ ³¹	bad concept			10475	927		
34495	BurmishMaru	you pron	thou [second person singular]	nɔ̃³¹	n ɔ̃ ∼ ³¹	) n ɔ̃ ∼ ³¹	bad concept			10475	927		
34540	BurmishRangoon		thou [second person singular]	mĩ⁵⁵	m ĩ ∼ ⁵⁵	m ĩ ∼ ⁵⁵	bad concept			3185	928		
35368	BurmishXiandao	you pron	thou [second person singular]	nɔŋ⁵⁵	n ɔ ŋ ⁵⁵	) n ɔ ŋ ⁵⁵	bad concept			10475	927		thou
19226	rGyalrongDaofu	you	thou [second person singular]	ȵi	ȵ i	) ȵ i				10475			
35844	KirantiBahing	you (sg.) (pron)	thou [second person singular]	gø	g ø	g ø				1106			
36093	MizoLushai	thou	thou [second person singular]	nang	n a ŋ	) n a ŋ				10475			
36094	MizoLushai	you	thou [second person singular]	nang◦ni	n a ŋ + n i	) n a ŋ + n i				10475			
19923	TibetanBatang	you	thou [second person singular]	høʔ⁵³	h ø ʔ ⁵³	) h ø ʔ ⁵³				2471			
22527	TibetanXiahe	you	thou [second person singular]	tɕho	tɕh o	) tɕh o				2471			
20555	BodicTshangla	you	thou [second person singular]	nan	n a n	) n a n				10475			
37170	SiniticBeijing	you (second person singular)	thou [second person singular]	ni²¹⁴	n i ²¹⁴	n i ²¹⁴	**cognates**: I can't really judge the sound correspondences, but it seems strange that Xiamen has a reflex of *nǐ* while Fuzhou hasn't. @lingulist, 5/26/2017, 10:50:34 AM		你	1871	282	你	thou-282
37171	SiniticGuangzhou	you (second person singular)	thou [second person singular]	nei²³	n e i ²³	n e i ²³	爾 nyeX < *n[ə][r]ʔ		你	1871	282	你	thou-282
37172	SiniticChaozhou		thou [second person singular]	lɯ⁵³	l ɯ ⁵³	l ɯ ⁵³	汝. PMin *ny B (Norman 1978)			1872	627	汝	thou-627
37173	SiniticJieyang		thou [second person singular]	lɯ³¹	l ɯ ³¹	l ɯ ³¹	汝			1872	627	汝	thou-627
33565	TibetoKinauriRongpo	2sg	thou [second person singular]	gən	g ə n	g ə n				326			
37904	KirantiHayu	your , you (pron po)	thou [second person singular]	uŋ	u ŋ	u ŋ				3624			
21721	QiangicZhaba	you	thou [second person singular]	nᴜ⁵⁵	n ᴜ ⁵⁵	) n ᴜ ⁵⁵				10475			
21761	NungicDulong	you	thou [second person singular]	nɑ⁵³	n ɑ ⁵³	) n ɑ ⁵³				1872			
21826	DengDarangTaraon	you	thou [second person singular]	ȵoŋ³⁵	ȵ o ŋ ³⁵	) ȵ o ŋ ³⁵				10475			
38359	Karbi		thou [second person singular]	nang	n a ng		from :cite:Walker1925<br>page in :cite:Walker1925 461			10475			
23644	LoloishLisu	you	thou [second person singular]	nu³³	n u ³³	) n u ³³				10475			
23729	TaniBokar	you	thou [second person singular]	noː	n oː	) n oː	Bokar long o: doesn not coe from a rhyme whi--ith nasal endings			10475			
34059	KirantiBantawa	you (sg.)	thou [second person singular]	kʰana	k͏ʰ a n a	k͏ʰ a n a				2810			
24696	TibetanAlike	you	thou [second person singular]	cçho	cçh o	) cçh o	!			2471			
10937	TibetanOldTibetan	you	thou [second person singular]	kʰʲod	kʰ ʲ o d	) kʰ ʲ o d			你	2471		汝	
10950	KirantiKhaling	you	thou [second person singular]	ʔīn	ʔ ī n	) ʔ ī n			你	10475		汝	
10951	KirantiLimbu	you	thou [second person singular]	khɛnɛ	kʰ ɛ n ɛ	kʰ ɛ n ɛ			你	2810		汝	
10966	rGyalrongJaphug	you	thou [second person singular]	nɤʑo	n ɤ ʑ o	) n ɤ ʑ o			你	10475		汝	
38043	Tangut		thou [second person singular]	nja	n ja					10588		汝	
37693	NagaUkhrul	thou	thou [second person singular]	nɐ	n ɐ	) n ɐ				1872			
38664	Rabha	you	thou [second person singular]	nám-e	n á m + e		Joseph 2006: gives the 2s pronoun as naŋ			10475			
37905	KirantiHayu	you (pron (2)	thou [second person singular]	gon	g o n	g o n				3625			
31012	SiniticOldChinese		thou [second person singular]	naʔ	n a ʔ	) n a ʔ			你	1872		汝	thou-1258
31013	SiniticOldChinese		thou [second person singular]	nˤərʔ	nˤ ə r ʔ	nˤ ə r ʔ	爾 nyeX < *n[ə][r]ʔ		你	1871		爾	thou-1259
31218	BurmishOldBurmese		thou [second person singular]	ññaññḥ	ññ a ññ ḥ	) ññ a ññ ḥ				10475			
15108	DengYidu	you	thou [second person singular]	ȵo³⁵	ȵ o ³⁵	) ȵ o ³⁵				10475			
31765	KhroskyabsWobzi		thou [second person singular]	nû	n û	) n û				10475			
32028	ChepangChepang	you (singular)	thou [second person singular]	naŋ	n a ŋ	) n a ŋ				10475			
32286	GaroGaro	you singular (pro)	thou [second person singular]	na•-a	n a ʔ + a	) n a ʔ + a				1872			
16120	TibetanLhasa	you	thou [second person singular]	che⁵⁵ raŋ⁵⁵	ch e ⁵⁵ _ r a ŋ ⁵⁵	) ch e ⁵⁵ _ r a ŋ ⁵⁵				2471			
32563	KirantiThulung		thou [second person singular]	gana	g a n a	g a n a				2810			
#
33106	TibetoKinauriBunan	three	three	sumi	s u m i	) s u m i	Comment (by Widmer2014): «ZZ sum / PTB *sum»			283			
16859	JingphoJingpho	three	three	mă³¹sum³³	m ă ³¹ ◦ s u m ³³	) m ă ³¹ ◦ s u m ³³				283			
17029	BodicTshangla	three	three	sam	s a m	) s a m				283			
33789	KirantiKulung	three.. (num.)	three	supci	s u p tʃ i	) s u p tʃ i				283			
34060	KirantiBantawa	three, root sum-	three	sum-ka	s u m + k a	) s u m + k a				283			
34241	BurmishXiandao	three num	three	sum³¹	s u m ³¹	) s u m ³¹				283	801		three
34611	BurmishRangoon		three	tθõ⁵⁵	tθ õ ∼ ⁵⁵	) tθ õ ∼ ⁵⁵				283	801		
19150	rGyalrongDaofu	three	three	xsu	x s u	) x s u	!			283			
35845	KirantiBahing	three (num)	three	sam	s a m	) s a m				283			
33338	TibetoKinauriByangsi	three	three	səm	s ə m	) s ə m				283			
32863	ChinHakha	three (num.)	three	pathum	p a th û m	) p a th û m	*s > th- in Hakha (FRESH, KILL)			283			
37174	SiniticBeijing		three	san³³	s a n ³³	) s a n ³³				283	898	三	three-898
37175	SiniticGuangzhou		three	sam⁵³	s a m ⁵³	) s a m ⁵³				283	898	三	three-898
37176	SiniticChaozhou		three	sã³³	s ã ∼ ³³	) s ã ∼ ³³				283	898	三	three-898
37178	SiniticJieyang		three	sã³³	s ã ∼ ³³	) s ã ∼ ³³				283	898	三	three-898
37179	SiniticXingning		three	saŋ⁴⁵	s a ŋ ⁴⁵	) s a ŋ ⁴⁵				283	898	三	three-898
33566	TibetoKinauriRongpo	three	three	sum	s u m	) s u m				283			
37694	NagaUkhrul	three	three	kə-tʰum	k ə + tʰ u m	) k ə + tʰ u m				283			
37906	KirantiHayu	three (humans) (num (hu)	three	tshukpu	tsʰ u k p u	) tsʰ u k p u				283			
37959	Tangut		three	so.	s o.					283		三	
21725	DengDarangTaraon	three	three	kɑ³¹sɯŋ³⁵|	k ɑ ³¹ ◦ s ɯ ŋ ³⁵	) k ɑ ³¹ ◦ s ɯ ŋ ³⁵	!			283			
22064	rGyalrongMaerkang	three	three	kə sɑm	k ə _ s ɑ m	) k ə _ s ɑ m	!			283			
38594	Rabha	three	three	an-tʰam	a n- tʰ a m					283			
22445	TibetanXiahe	three	three	hsəm	h s ə m	) h s ə m	!			283			
22884	QiangicZhaba	three	three	sɪ⁵⁵	s ɪ ⁵⁵	) s ɪ ⁵⁵				283			
24038	TibetanLhasa	three	three	sum⁵⁵	s u m ⁵⁵	) s u m ⁵⁵				283			
24610	TibetanAlike	three	three	ɣsəm	ɣ s ə m	) ɣ s ə m	! ɣs			283			
24905	DengYidu	three	three	kɑ³¹soŋ³⁵	k ɑ ³¹ ◦ s o ŋ ³⁵	) k ɑ ³¹ ◦ s o ŋ ³⁵				283			
34236	BurmishAchang	three num	three	sum³¹	s u m ³¹	) s u m ³¹				283	801		three
34237	BurmishAtsi	three num	three	sum²¹	s u m ²¹	) s u m ²¹				283	801		three
34238	BurmishBola	three num	three	sam⁵⁵	s a m ⁵⁵	) s a m ⁵⁵				283	801		three
34239	BurmishLashi	three num	three	sɔm⁵⁵	s ɔ m ⁵⁵	) s ɔ m ⁵⁵				283	801		three
34240	BurmishMaru	three num	three	sam³¹	s a m ³¹	) s a m ³¹				283	801		
25406	NungicDulong	three	three	ɑ³¹sɯm⁵³	ɑ ³¹ + s ɯ m ⁵³	) ɑ ³¹ + s ɯ m ⁵³				283			
37177	SiniticLonggang		three	saŋ³³	s a ŋ ³³	) s a ŋ ³³				283	898	三	three-898
23549	LoloishLisu	three	three	sɑ̱³³	s ɑ̱ ³³	) s ɑ̱ ³³				283			
23627	TaniBokar	three	three	a ɦum	a + ɦ u m	) a + ɦ u m				283			
10990	TibetanOldTibetan		three	gsum	g s u m	) g s u m			三	283			
11019	rGyalrongJaphug		three	χsɯm	χ s ɯ m	) χ s ɯ m		tib[gsum]	三	30101			
38271	Karbi		three	kethòm	k e th ò m		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kethom, thom-» (page: 435)			283			
30449	KirantiLimbu		three	sumsi	s u m s i	) s u m s i				283			
30450	KirantiKhaling		three	sukpu	s u k p u	) s u k p u				283			
31014	SiniticOldChinese		three	srum	s r u m	) s r u m			三	283		三	three-898
31219	BurmishOldBurmese		three	suṃḥ	s u ṃ ḥ	) s u ṃ ḥ				283			
31766	KhroskyabsWobzi		three	çsə̂m	ç s ə̂ m	) ç s ə̂ m				283			
19853	TibetanBatang	three	three	sɑ̃⁵⁵	s ɑ̃ ∼ ⁵⁵	) s ɑ̃ ∼ ⁵⁵				283			
32029	ChepangChepang	three	three	sum	s u m	) s u m				283			
32287	GaroGaro	third; three (num)	three	-git-|tam	g i t |t a m	) g i t |t a m				283			
32564	KirantiThulung		three	su:	s uː	) s uː				283			
#
33103	TibetoKinauriBunan	alive	to be alive	sonpo	s o n p o	) s o n p o	Comment (by Widmer2014): «WT gson po»	tib[gson.po]		29805			
390	TibetanOldTibetan		to be alive	gson.po	g s o n + p o	) g s o n + p o			活的	280			
419	rGyalrongJaphug		to be alive	sɯsu	s ɯ s u	) s ɯ s u			活的	280			
33339	TibetoKinauriByangsi	alive	to be alive	t5aŋde	t̺ a ŋ d e	- t̺ a ŋ d e				10407			
33567	TibetoKinauriRongpo	sit, live, be	to be alive	huŋ-, hunc-, hun-, hum-	h u ŋ	h u ŋ				565			
17329	JingphoJingpho	living (adj.)	to be alive	khʒuŋ³³	kh ʒ u ŋ ³³	kh ʒ u ŋ ³³	!			3329			
33790	KirantiKulung	live, survive (vi-4 [1: let- 2: lei- 3: len-])	to be alive	leima	l e i m a	l e i m a	Nepali: bāṃcnu. (Tolsma1999)			704			
33863	KirantiBantawa	to live, be safe	to be alive	hɨŋma	h ɨ ŋ	h ɨ ŋ				2550			
18072	rGyalrongMaerkang	living (adj.)	to be alive	kə sə so	k ə _ s ə _ s o	) k ə _ s ə _ s o				280			
18437	TibetanLhasa	living (adj.)	to be alive	sø̃⁵⁵pa⁵⁵	s ø̃ ∼ ⁵⁵ ◦ p a ⁵⁵	) s ø̃ ∼ ⁵⁵ ◦ p a ⁵⁵				280			
35078	BurmishAtsi	living (adj.)	to be alive	tui⁵¹e⁵⁵	t u i ⁵¹ e ⁵⁵	) t u i ⁵¹ e ⁵⁵				1212	127 1333		
35846	KirantiBahing	alive (with pronoun prefix) (adj)	to be alive	seli	s e l i	- s e l i				1429			
36095	MizoLushai	live (to be alive)	to be alive	nung	n u ŋ	n u ŋ				1560			
19800	NungicDulong	living (adj.)	to be alive	ɑ³¹ŋɑt⁵⁵	ɑ ³¹ + ŋ ɑ t ⁵⁵	ɑ ³¹ + ŋ ɑ t ⁵⁵				2794			
20223	rGyalrongDaofu	living (adj.)	to be alive	xsə xsə	x s ə + x s ə	) x s ə + x s ə	!			280			
37180	SiniticBeijing	live	to be alive	xuɔ³⁵	x u ɔ ³⁵	x u ɔ ³⁵	**cognates**: Another possible innovation between Hakka and Yue here. @lingulist, 5/26/2017, 10:51:50 AM		活	1873	14	活	to-14
37182	SiniticChaozhou		to be alive	uaʔ⁵	u a ʔ ⁵	u a ʔ ⁵	pMin *-uɑt			1873	14	活	to-14
37183	SiniticLonggang		to be alive	saŋ³³ɛ⁵⁴	s a ŋ ³³ ɛ ⁵⁴	) s a ŋ ³³ ɛ ⁵⁴				1875	665 899	生囗	to-665 _to-899
37184	SiniticJieyang		to be alive	uaʔ⁵	u a ʔ ⁵	u a ʔ ⁵	pMin *-uɑt			1873	14	活	to-14
37185	SiniticXingning		to be alive	saŋ⁴⁵₃₅ke⁵³	s a ŋ ⁴⁵₃₅ k e ⁵³	) s a ŋ ⁴⁵₃₅ k e ⁵³	mattis-3 yunfan-7			1875	665 901	生囗	to-665 to-901
37695	NagaUkhrul	alive (be v.)	to be alive	kʰə-riŋ	kʰ ə + r i ŋ	kʰ ə + r i ŋ				3403			
21548	TibetanXiahe	living (adj.)	to be alive	so mbo	s o _ m b o	) s o _ m b o	!			280			
38086	Tangut		to be alive	sjwu.	s jwu.					280		活	
21854	QiangicZhaba	living (adj.)	to be alive	sy⁵⁵sy⁵⁵	s y ⁵⁵ ◦ s y ⁵⁵	) s y ⁵⁵ ◦ s y ⁵⁵				280			
38410	Karbi		to be alive	rèng	r è ng		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «reng(et)» (page: 187)			3403			
22339	BodicTshangla	living (adj.)	to be alive	son po	s o n _ p o	) s o n _ p o		tib gson.po		30045			
23769	LoloishLisu	living (adj.)	to be alive	sɛ⁵⁵	s ɛ ⁵⁵	s ɛ ⁵⁵				2727			
23862	TaniBokar	living (adj.)	to be alive	tur nə	t u r + n ə	t u r + n ə				2758			
23913	TibetanBatang	living (adj.)	to be alive	sø̃⁵⁵mbᴜ⁵³	s ø̃ ∼ ⁵⁵ ◦ m b ᴜ ⁵³	) s ø̃ ∼ ⁵⁵ ◦ m b ᴜ ⁵³	!			280			
24803	TibetanAlike	living (adj.)	to be alive	ɣsom bo	ɣ s o m _ b o	) ɣ s o m _ b o	!			280			
25101	DengYidu	living (adj.)	to be alive	sɯŋ⁵⁵	s ɯ ŋ ⁵⁵	) s ɯ ŋ ⁵⁵				1875			
37181	SiniticGuangzhou	live	to be alive	saŋ⁵³	s a ŋ ⁵³	) s a ŋ ⁵³			生	1875	665	生	to-665
21936	DengDarangTaraon	living (adj.)	to be alive	ɑ³¹sɯŋ⁵⁵	ɑ ³¹ ◦ s ɯ ŋ ⁵⁵	) ɑ ³¹ ◦ s ɯ ŋ ⁵⁵				1875			
34976	BurmishMaru	living (adj.)	to be alive	tɔi³¹kau³⁵	t ɔ i ³¹ + k a u ³⁵	) t ɔ i ³¹ + k a u ³⁵				1212	127 1332		be-alive-1 be-alive-2
35015	BurmishRangoon	living (adj.)	to be alive	ɑ⁵³ɕĩ²²	ɑ ⁵³ + ɕ ĩ ∼ ²²	ɑ ⁵³ + ɕ ĩ ∼ ²²				3454	1335 126		
30317	KirantiKhaling		to be alive	ʔusôm gɵpɛ	s o m	) s o m	cognate of srog			10264			
30321	KirantiLimbu		to be alive	hiŋ	h i ŋ	h i ŋ				2550			
38658	Rabha	living (adj.)	to be alive	kʰeŋ	kʰ e ŋ		Rabha kʰ- to t- elsewhere in BG, cf Joseph (2009:522), probably wrong			10408			
30765	SiniticOldChinese		to be alive	sreŋ	s r e ŋ	) s r e ŋ			活着	1875		生	to-665
37907	KirantiHayu	live (vi)	to be alive	dzol	d z o l	d z o l				2436			
35197	BurmishLashi	living (adj.)	to be alive	tə³¹ʦə⁵⁵	t ə ³¹ + ts ə ⁵⁵	) t ə ³¹ + ts ə ⁵⁵				1212	127 1334		
31220	BurmishOldBurmese		to be alive	hiyʔ	h i j ʔ	h i j ʔ				3691			
32565	KirantiThulung		to be alive	nʉmu	n ʉ	n ʉ				3732			
31559	KhroskyabsWobzi		to be alive	çsû	ç s û	) ç s û				280			
35315	BurmishBola	living (adj.)	to be alive	a³¹tui⁵⁵	a ³¹ + t u i ⁵⁵	) a ³¹ + t u i ⁵⁵				1212	1335 127		a-prefix alive
31813	ChepangChepang	well, alive	to be alive	selʔ	s e l ʔ	s e l ʔ				1429			
32076	GaroGaro	alive; live (vi)	to be alive	tang-a	t a ng + a	t a ng + a				10407			
32649	ChinHakha	alive (adj.)	to be alive	a nung , a nungin	n û ŋ + n ǔ n	n û ŋ + n ǔ n				1560			
#
33011	TibetoKinauriBunan	sting, bite	to bite	kret	k r e t	k r e t	Comment (by Widmer2014): «PTB *m-kret "to scratch, to scrape"»			2925			
16852	TaniBokar	bite	to bite	gam	g a m	g a m				3415			
33340	TibetoKinauriByangsi	pinch, bite	to bite	cemo	c/tʃ e m o	c/tʃ e m o				421			
668	KirantiKhaling	bite	to bite	kɛt-	k ɛ t ◦	) k ɛ t ◦	=Dulong?		咬	1430		噬	
684	rGyalrongJaphug	bite	to bite	mtsɯɣ	m ts ɯ ɣ	) m ts ɯ ɣ			咬	2401		噬	
688	Tangut	bite	to bite	gioo¹	g i oo ¹				咬	10182		噬	
33791	KirantiKulung	sting, bite, chew (vt-8 [1: khɔi- 2: khɔ- 3: khǝi- 4: khǝ- 5: khui- 6: khu- 7: kha- 8: khɔk-])	to bite	khɔma	kʰ ɔ m a	kʰ ɔ m a	Nepali: ṭoknu. (Tolsma1999)			2470			
17538	JingphoJingpho	bite	to bite	kă³¹wa⁵⁵	k ă ³¹ ◦ w a ⁵⁵	k ă ³¹ ◦ w a ⁵⁵				2634			
34208	BurmishMaru	bite v.	to bite	pəŋ³⁵	p ə ŋ ³⁵	p ə ŋ ³⁵	bad concept			2969	89		bite
34501	BurmishRangoon		to bite	kɑiʔ⁴	k ɑ i ʔ ⁴	k ɑ i ʔ ⁴				1023	88		bite
18531	rGyalrongMaerkang	bite	to bite	khɑ mtʃik kɐ lɐt	kh ɑ _ m tʃ i k _ k ɐ _ l ɐ t	) kh ɑ _ m tʃ i k _ k ɐ _ l ɐ t	!			2401			
35847	KirantiBahing	bite (v)	to bite	krat-	k r a t	) k r a t				1430			
36096	MizoLushai	bite (v)	to bite	seh	s e h	s e h				1561			
19876	rGyalrongDaofu	bite	to bite	ʂcçhɛ	ʂ cçʰ ɛ	ʂ cçʰ ɛ	!			1933			
36097	MizoLushai	bite (v)	to bite	zûk	z û k	) z û k				29702			
20241	NungicDulong	bite	to bite	gɹɑt⁵⁵	g ɹ ɑ t ⁵⁵	) g ɹ ɑ t ⁵⁵				1430			
37188	SiniticChaozhou		to bite	ka³³	k a ³³	k a ³³	morphologically related to Beijing but nt identical. Separating. LS			10282	19	咬	to-19
37189	SiniticLonggang		to bite	ŋak³	ŋ a k ³	ŋ a k ³	cp. Cant. ŋak7 'to fool (people)'			1878	916	囗	to-916
37190	SiniticJieyang		to bite	ka³³	k a ³³	k a ³³	morphologically related to Beijing but nt identical. Separating. LS			10282	19	咬	to-19
20852	TibetanBatang	bite	to bite	ndʐɛʔ⁵³	ndʐ ɛ ʔ ⁵³	ndʐ ɛ ʔ ⁵³	!			1892			
37908	KirantiHayu	bite (vt, vr)	to bite	tsik	ts i k	ts i k				2223			
22133	DengDarangTaraon	bite	to bite	tie⁵⁵	t i e ⁵⁵	t i e ⁵⁵				2394			
38682	Rabha	bite	to bite	kak	k a k					10324			
22309	QiangicZhaba	bite	to bite	a³³ndze⁵⁵	a ³³ ◦ n dz e ⁵⁵	a ³³ ◦ n dz e ⁵⁵	!			2437			
38752	BurmishXiandao		to bite	pan³¹	p a n ³¹	p a n ³¹				2969			
30770	SiniticOldChinese		to bite	det←s	d e t + s	d e t + s			咬	3617		噬	to-1260 _s-coda
22963	TibetanXiahe	bite	to bite	sho ndep	sʰ o _ nd e p	) sʰ o _ nd e p	!			2552			
33869	KirantiBantawa	(antip) to bite	to bite	ŋekma	ŋ e k	ŋ e k				748			
21539	BodicTshangla	bite	to bite	ŋam	ŋ a m	ŋ a m				2233			
24193	LoloishLisu	bite	to bite	kho̱³¹	kh o̱ ³¹	kh o̱ ³¹				1023			
38461	Karbi		to bite	kòr	k ò r		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «khor, kangthok, chek» (page: 207)			10323			
38789	BurmishAtsi		to bite	ŋat²¹	ŋ a t ²¹	ŋ a t ²¹				2971			
34207	BurmishBola	bite v.	to bite	pɛ̃³¹	p ɛ̃ ∼ ³¹	p ɛ̃ ∼ ³¹	bad concept			2969	89		bite
34209	BurmishLashi	bite v.	to bite	ŋaːt³¹	ŋ aː t ³¹	ŋ aː t ³¹	bad concept			2971	1024		
25117	TibetanAlike	bite	to bite	wa wdi wɟjap	w a _ w d i _ w ɟ j a p	w a _ w d i _ w ɟ j a p	!			2994			
25274	DengYidu	bite	to bite	ɑ⁵⁵koŋ⁵⁵	ɑ ⁵⁵ ◦ k o ŋ ⁵⁵	ɑ ⁵⁵ ◦ k o ŋ ⁵⁵				3036			
37186	SiniticBeijing	bite	to bite	jɑo²¹⁴	j ɑ o ²¹⁴	j ɑ o ²¹⁴			咬	1877	19	咬	to-19
37187	SiniticGuangzhou	bite	to bite	ŋau²³	ŋ a u ²³	ŋ a u ²³			咬	1877	19	咬	to-19
37191	SiniticXingning		to bite	ŋaʔʲ²	ŋ a ʔʲ ²	ŋ a ʔʲ ²				1878	916	囗	to-916
669	KirantiLimbu	bite	to bite	haʔr-	h a ʔ r ◦	h a ʔ r ◦			咬	3202		噬	
32081	GaroGaro	bite (vt)	to bite	chik-a	ch i k + a	) ch i k + a				2401			
12776	TibetanOldTibetan		to bite	zaˌ bzas	b z a s	- b z a s				2437			
37696	NagaUkhrul	bite	to bite	kʰə-mə-kej	kʰ ə + m ə + k e j	kʰ ə + m ə + k e j				3404			
31221	BurmishOldBurmese		to bite	ko₂k	k o₂ k	- k o₂ k				1023			
31564	KhroskyabsWobzi		to bite	nrcʰɑ́	n r cʰ ɑ́	n r cʰ ɑ́				1933			
