ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
7237	OLD_CHURCH_SLAVONIC	chu	swim		plɑvɑti	p l ɑ v ɑ t i	p l o v o t i	P R V W V T V	P L A B A T I	swim:F	1758
7238	SERBO-CROATIAN	srp	swim		ˈplîvati	ˈp l î v a t i	p l i v a t i	P R V W V T V	P L I B A T I	swim:F	1758
7239	BULGARIAN	bul	swim		ˈpɫuvəm	ˈp ɫ u v ə m	p l u v I m	P R V W V M	P L Y B E M	swim:F	1758
7240	MACEDONIAN	mkd	swim		ˈpliva	ˈp l i v a	p l i v a	P R V W V	P L I B A	swim:F	1758
7241	RUSSIAN	rus	swim		pɫɨtʲ	p ɫ ɨ tʲ	p l I t	P R V T	P L I T	swim:F	1758
7242	POLISH	pol	swim		ˈpwɘ̟vatɕ	ˈp w ɘ̟ v a t ɕ	p w I v a t S	P W V W V T S	P W E B A T S	swim:F	1758
7243	BELARUSIAN	bel	swim		ˈpɫavatsʲ	ˈp ɫ a v a t sʲ	p l a v a t s	P R V W V T S	P L A B A T S	swim:F	1758
7244	UKRAINIAN	ukr	swim		ˈpɫaʋatɪ	ˈp ɫ a ʋ a t ɪ	p l a w a t i	P R V W V T V	P L A W A T I	swim:F	1758
7245	SLOVAK	slk	swim		ˈplaːvac	ˈp l aː v a c	p l a v a T	P R V W V K	P L A B A C	swim:F	1758
7246	CZECH	ces	swim		ˈplavat	ˈp l a v a t	p l a v a t	P R V W V T	P L A B A T	swim:F	1758
7247	SORBIAN_UPPER	hsb	swim		ˈpʰuwatʃ	ˈpʰ u w a t ʃ	p u w a t S	P V W V T S	P Y W A T S	swim:F	1758
7248	SORBIAN_LOWER	dsb	swim		plʲɪɕ	p lʲ ɪ ɕ	p l i S	P R V S	P L I S	swim:F	1758
7249	SLOVENIAN	slv	swim		ˈplâːvati	ˈp l âː v a t i	p l a v a t i	P R V W V T V	P L A B A T I	swim:F	1758
7250	OLD_NORSE	non	swim		ˈsvima	ˈs v i m a	s v i m a	S W V M V	S B I M A	swim:B	1756
7251	ICELANDIC	isl	swim		ˈsɪnd̥a	ˈs ɪ n d̥ a	s i n d a	S V N T V	S I N T A	swim:B	1756
7252	FAROESE	fao	swim		ˈsvɪmja	ˈs v ɪ m j a	s v i m y a	S W V M J V	S B I M J A	swim:B	1756
7253	NORWEGIAN_RIKSMAL	nor	swim		ˈsʋø̀mːə	ˈs ʋ ø̀ mː ə	s w e m I	S W V M V	S W U M E	swim:B	1756
7254	STAVANGERSK		swim		ˈsʏ̀mːa	ˈs ʏ̀ mː a	s i m a	S V M V	S Y M A	swim:B	1756
7255	OLD_SWEDISH		swim		ˈsimːa	ˈs i mː a	s i m a	S V M V	S I M A	swim:B	1756
7256	SWEDISH	swe	swim		ˈsɪ̀mːa	ˈs ɪ̀ mː a	s i m a	S V M V	S I M A	swim:B	1756
7257	ELFDALIAN	qov	swim		ˈsɪ̀mːɑ	ˈs ɪ̀ mː ɑ	s i m o	S V M V	S I M A	swim:B	1756
7258	DANISH	dan	swim		ˈsvœmə	ˈs v œ m ə	s v E m I	S W V M V	S B U M E	swim:B	1756
7259	DANISH_FJOLDE		swim		svem	s v e m	s v e m	S W V M	S B E M	swim:B	1756
7260	GUTNISH_LAU		swim		ˈsɪːmɛ	ˈs ɪː m ɛ	s i m E	S V M V	S I M E	swim:B	1756
7261	ENGLISH	eng	swim		swɪm	s w ɪ m	s w i m	S W V M	S W I M	swim:B	1756
7263	DUTCH	nld	swim		zwɛmən	z w ɛ m ə n	z w E m I n	S W V M V N	S W E M E N	swim:B	1756
7264	GERMAN	deu	swim		ʃvɪmən	ʃ v ɪ m ə n	S v i m I n	S W V M V N	S B I M E N	swim:B	1756
7265	LATIN	lat	swim		ˈnaːre	ˈn aː r e	n a r e	N V R V	N A R E	swim:D	1757
7266	CATALAN	cat	swim		nəða	n ə ð a	n I 8 a	N V T V	N E D A	swim:D	1757
7267	PORTUGUESE	por	swim		nɐˈdaɾ	n ɐ ˈd a ɾ	n a d a r	N V T V R	N E T A R	swim:D	1757
7268	SPANISH	spa	swim		naðaɾ	n a ð a ɾ	n a 8 a r	N V T V R	N A D A R	swim:D	1757
7269	FRENCH	fra	swim		naʒe	n a ʒ e	n a Z e	N V S V	N A S E	swim:D	1757
7270	ITALIAN	ita	swim		nwotare	n w o t a r e	n w o t a r e	N W V T V R V	N W U T A R E	swim:D	1757
7271	OLD_IRISH	sga	swim		snaʔiðʹ	s n a ʔ i ðʹ	s n a 7 i 8	S N V H V T	S N A H I D	swim:D	1757
280	ANCIENT_GREEK	grc	tail		kérkos	k é r k o s	k e r k o s	K V R K V S	K E R K U S	tail:Al	1769
281	ANCIENT_GREEK	grc	tail		ou̯rá	ou̯ r á	o r a	V R V	U R A	tail:O	1780
282	GREEK	ell	tail		ura	u r a	u r a	V R V	Y R A	tail:O	1780
285	OSSETIC_IRON	oss	tail		kɐzil	k ɐ z i l	k a z i l	K V S V R	K E S I L	tail:Z	1787
286	OSSETIC_DIGOR	oss	tail		kɐdželɐ	k ɐ d ž e l ɐ	k a d Z e l a	K V T S V R V	K E T S E L E	tail:Z	1787
288	ORIYA	ori	tail		lanjɔ	l a n j ɔ	l a n y o	R V N J V	L A N J U	tail:W	1785
289	BIHARI	mai	tail		nəŋgair	n ə ŋ g ai r	n I N g a r	N V N K V R	N E N K A R	tail:W	1785
290	URDU	urd	tail		d̪ʊm	d̪ ʊ m	d u m	T V M	T Y M	tail:E	1771
291	MARATHI	mar	tail		ʃepʈi:	ʃ e p ʈ i:	S e p t i	S V P T V	S E P T I	tail:V	1784
292	OLD_CHURCH_SLAVONIC	chu	tail		ɔpɑʃɪ̆	ɔ p ɑ ʃ ɪ̆	o p o S i	V P V S V	U P A S I	tail:H	1774
293	SERBO-CROATIAN	srp	tail		rɛ̂ːp	r ɛ̂ː p	r E p	R V P	R E P	tail:R	1782
294	BULGARIAN	bul	tail		uˈpaʃkə	u ˈp a ʃ k ə	u p a S k I	V P V S K V	Y P A S K E	tail:H	1774
295	MACEDONIAN	mkd	tail		ˈopaʃka	ˈo p a ʃ k a	o p a S k a	V P V S K V	U P A S K A	tail:H	1774
296	RUSSIAN	rus	tail		xvɔst	x v ɔ s t	x v o s t	K W V S T	G B U S T	tail:I	1775
297	POLISH	pol	tail		ˈɔɡɔn	ˈɔ ɡ ɔ n	o g o n	V K V N	U K U N	tail:Q	1781
298	BELARUSIAN	bel	tail		xvɔst	x v ɔ s t	x v o s t	K W V S T	G B U S T	tail:I	1775
299	UKRAINIAN	ukr	tail		xʋist	x ʋ i s t	x w i s t	K W V S T	G W I S T	tail:I	1775
300	SLOVAK	slk	tail		xvɔst	x v ɔ s t	x v o s t	K W V S T	G B U S T	tail:I	1775
301	CZECH	ces	tail		ˈɔtsas	ˈɔ t s a s	o t s a s	V T S V S	U T S A S	tail:J	1776
302	SORBIAN_UPPER	hsb	tail		ˈwɔpuʃ	ˈw ɔ p u ʃ	w o p u S	W V P V S	W U P Y S	tail:H	1774
303	SORBIAN_LOWER	dsb	tail		ˈhɔɡɛn	ˈh ɔ ɡ ɛ n	h o g E n	H V K V N	H U K E N	tail:Q	1781
304	SLOVENIAN	slv	tail		rɛp	r ɛ p	r E p	R V P	R E P	tail:R	1782
305	OLD_NORSE	non	tail		sporðr	s p o r ð r	s p o r 8 r	S P V R T R	S P U R D R	tail:Ae	1766
306	OLD_NORSE	non	tail		ˈhali	ˈh a l i	h a l i	H V R V	H A L I	tail:K	1777
307	OLD_NORSE	non	tail		stertr	s t e r t r	s t e r t r	S T V R T R	S T E R T R	tail:B	1770
308	OLD_NORSE	non	tail		ˈroːva	ˈr oː v a	r o v a	R V W V	R U B A	tail:T	1783
309	OLD_NORSE	non	tail		ˈveːli	ˈv eː l i	v e l i	W V R V	B E L I	tail:Ad	1765
310	ICELANDIC	isl	tail		ˈhaːlɪ	ˈh aː l ɪ	h a l i	H V R V	H A L I	tail:K	1777
311	ICELANDIC	isl	tail		ˈrouːva	ˈr ouː v a	r o v a	R V W V	R U B A	tail:T	1783
312	ICELANDIC	isl	tail		ˈstɛr̥tʰʏr	ˈs t ɛ r̥ tʰ ʏ r	s t E r t i r	S T V R T V R	S T E R T Y R	tail:B	1770
313	ICELANDIC	isl	tail		ˈvjɛːlɪ	ˈv j ɛː l ɪ	v y E l i	W J V R V	B J E L I	tail:Ad	1765
314	ICELANDIC	isl	tail		ˈspɔrðʏr	ˈs p ɔ r ð ʏ r	s p o r 8 i r	S P V R T V R	S P U R D Y R	tail:Ae	1766
315	FAROESE	fao	tail		ˈstɛɻ̊ʈʊɹ	ˈs t ɛ ɻ̊ ʈ ʊ ɹ	s t E L t u r	S T V R T V R	S T E R T Y R	tail:B	1770
316	FAROESE	fao	tail		saks	s a k s	s a k s	S V K S	S A K S	tail:Af	1767
317	FAROESE	fao	tail		veːl	v eː l	v e l	W V R	B E L	tail:Ad	1765
318	FAROESE	fao	tail		svaiːv	s v aiː v	s v a v	S W V W	S B A B	tail:Ag	1768
319	FAROESE	fao	tail		ˈhɛaːlɪ	ˈh ɛaː l ɪ	h E l i	H V R V	H E L I	tail:K	1777
320	FAROESE	fao	tail		ˈɹɔuva	ˈɹ ɔu v a	r o v a	R V W V	R U B A	tail:T	1783
321	NORWEGIAN_RIKSMAL	nor	tail		ˈhàːlə	ˈh àː l ə	h a l I	H V R V	H A L E	tail:K	1777
322	NORWEGIAN_RIKSMAL	nor	tail		ˈrʉ̀mpə	ˈr ʉ̀ m p ə	r I m p I	R V M P V	R Y M P E	tail:Y	1786
323	NORWEGIAN_RIKSMAL	nor	tail		ˈròːʋə	ˈr òː ʋ ə	r o w I	R V W V	R U W E	tail:T	1783
324	NORWEGIAN_RIKSMAL	nor	tail		spuɖː	s p u ɖː	s p u d	S P V T	S P Y T	tail:Ae	1766
325	NORWEGIAN_RIKSMAL	nor	tail		ˈʋèːlə	ˈʋ èː l ə	w e l I	W V R V	W E L E	tail:Ad	1765
326	NORWEGIAN_RIKSMAL	nor	tail		sʋans	s ʋ a n s	s w a n s	S W V N S	S W A N S	tail:N	1779
327	NORWEGIAN_RIKSMAL	nor	tail		stjɛʈː	s t j ɛ ʈː	s t y E t	S T J V T	S T J E T	tail:B	1770
328	STAVANGERSK		tail		stæʁt	s t æ ʁ t	s t E G t	S T V R T	S T E R T	tail:B	1770
329	STAVANGERSK		tail		spuːʁ	s p uː ʁ	s p u G	S P V R	S P Y R	tail:Ae	1766
330	STAVANGERSK		tail		spuːʁ	s p uː ʁ	s p u G	S P V R	S P Y R	tail:Ae	1766
331	STAVANGERSK		tail		ˈʋèːlə	ˈʋ èː l ə	w e l I	W V R V	W E L E	tail:Ad	1765
332	OLD_SWEDISH		tail		ˈstjærter	ˈs t j æ r t e r	s t y E r t e r	S T J V R T V R	S T J E R T E R	tail:B	1770
333	OLD_SWEDISH		tail		ˈhaːli	ˈh aː l i	h a l i	H V R V	H A L I	tail:K	1777
334	OLD_SWEDISH		tail		ˈvæːle	ˈv æː l e	v E l e	W V R V	B E L E	tail:Ad	1765
335	OLD_SWEDISH		tail		ˈspoːrðer	ˈs p oː r ð e r	s p o r 8 e r	S P V R T V R	S P U R D E R	tail:Ae	1766
336	SWEDISH	swe	tail		svans	s v a n s	s v a n s	S W V N S	S B A N S	tail:N	1779
337	SWEDISH	swe	tail		ɧæʈː	ɧ æ ʈː	S E t	S V T	S E T	tail:B	1770
338	ELFDALIAN	qov	tail		ˈɔ̀lɔ	ˈɔ̀ l ɔ	o l o	V R V	U L U	tail:K	1777
339	ELFDALIAN	qov	tail		ˈrʉ̀mpɑ	ˈr ʉ̀ m p ɑ	r I m p o	R V M P V	R Y M P A	tail:Y	1786
340	DANISH	dan	tail		ˈsd̥jæɐ̠ˀd	ˈs d̥ j æɐ̠ˀ d	s d y E d	S T J V T	S T J E T	tail:B	1770
341	DANISH	dan	tail		ˈhɛ:lə	ˈh ɛ: l ə	h E l I	H V R V	H E L E	tail:K	1777
342	DANISH_FJOLDE		tail		sxæɹd	s x æ ɹ d	s x E r d	S K V R T	S G E R T	tail:B	1770
343	GUTNISH_LAU		tail		ˈrumpo	ˈr u m p o	r u m p o	R V M P V	R Y M P U	tail:Y	1786
344	GUTNISH_LAU		tail		stjɛrt	s t j ɛ r t	s t y E r t	S T J V R T	S T J E R T	tail:B	1770
345	ENGLISH	eng	tail		teɪl	t eɪ l	t e l	T V R	T E L	tail:L	1778
346	DUTCH	nld	tail		start	s t a r t	s t a r t	S T V R T	S T A R T	tail:B	1770
347	GERMAN	deu	tail		ʃvant͜s	ʃ v a n t͜s	S v a n j	S W V N K	S B A N C	tail:N	1779
348	LATIN	lat	tail		ˈkau̯da	ˈk au̯ d a	k a d a	K V T V	K A T A	tail:F	1772
349	CATALAN	cat	tail		kua	k ua	k u	K V	K Y	tail:F	1772
350	PORTUGUESE	por	tail		ˈɾaβu	ˈɾ a β u	r a b u	R V P V	R A B Y	tail:T	1783
351	PORTUGUESE	por	tail		ˈkauðɐ	ˈk au ð ɐ	k a 8 a	K V T V	K A D E	tail:F	1772
352	SPANISH	spa	tail		kola	k o l a	k o l a	K V R V	K U L A	tail:F	1772
353	FRENCH	fra	tail		kø	k ø	k e	K V	K U	tail:F	1772
354	ITALIAN	ita	tail		koda	k o d a	k o d a	K V T V	K U T A	tail:F	1772
355	OLD_IRISH	sga	tail		erball	e r b a ll	e r b a l	V R P V R	E R P A L	tail:O	1780
356	OLD_IRISH	sga	tail		los	l o s	l o s	R V S	L U S	tail:G	1773
6282	OSSETIC_IRON	oss	that		wusy	w u s y	w u s i	W V S V	W Y S Y	that:C	1789
6284	ORIYA	ori	that		seiʈa	s ei ʈ a	s e t a	S V T V	S E T A	that:B	1788
6285	BIHARI	mai	that		o	o	o	V	U	that:J	1793
6286	URDU	urd	that		woʰ	w oʰ	w o	W V	W U	that:J	1793
6287	MARATHI	mar	that		to	t o	t o	T V	T U	that:B	1788
6288	OLD_CHURCH_SLAVONIC	chu	that		tʊ̆	t ʊ̆	t u	T V	T Y	that:B	1788
6289	OLD_CHURCH_SLAVONIC	chu	that		ɔnʊ̆	ɔ n ʊ̆	o n u	V N V	U N Y	that:F	1791
6290	SERBO-CROATIAN	srp	that		tâːj	t âː j	t a y	T V J	T A J	that:B	1788
6291	SERBO-CROATIAN	srp	that		ˈɔ̌naːj	ˈɔ̌ n aː j	o n a y	V N V J	U N A J	that:F	1791
6292	BULGARIAN	bul	that		ˈɔnzi	ˈɔ n z i	o n z i	V N S V	U N S I	that:F	1791
6293	MACEDONIAN	mkd	that		toj	t o j	t o y	T V J	T U J	that:B	1788
6294	MACEDONIAN	mkd	that		ˈonɔj	ˈo n ɔ j	o n o y	V N V J	U N U J	that:F	1791
6295	RUSSIAN	rus	that		tɔt	t ɔ t	t o t	T V T	T U T	that:B	1788
6296	POLISH	pol	that		ˈtamtɛn	ˈt a m t ɛ n	t a m t E n	T V M T V N	T A M T E N	that:B	1788
6297	BELARUSIAN	bel	that		tɔj	t ɔ j	t o y	T V J	T U J	that:B	1788
6298	UKRAINIAN	ukr	that		tɔj	t ɔ j	t o y	T V J	T U J	that:B	1788
6299	SLOVAK	slk	that		tamtɛn	t a m t ɛ n	t a m t E n	T V M T V N	T A M T E N	that:B	1788
6300	CZECH	ces	that		ˈtamtɛn	ˈt a m t ɛ n	t a m t E n	T V M T V N	T A M T E N	that:B	1788
6301	SORBIAN_UPPER	hsb	that		ˈtamnɘ̟	ˈt a m n ɘ̟	t a m n I	T V M N V	T A M N E	that:B	1788
6302	SORBIAN_LOWER	dsb	that		ˈwɘ̟nɘ̟	ˈw ɘ̟ n ɘ̟	w I n I	W V N V	W E N E	that:F	1791
6303	SORBIAN_LOWER	dsb	that		ˈtamnɘ̟	ˈt a m n ɘ̟	t a m n I	T V M N V	T A M N E	that:B	1788
6304	SLOVENIAN	slv	that		ˈtǐːsti	ˈt ǐː s t i	t i s t i	T V S T V	T I S T I	that:B	1788
6305	OLD_NORSE	non	that		saː	s aː	s a	S V	S A	that:B	1788
6306	OLD_NORSE	non	that		θat	θ a t	8 a t	T V T	D A T	that:B	1788
6307	ICELANDIC	isl	that		sauː	s auː	s a	S V	S A	that:B	1788
6308	ICELANDIC	isl	that		ˈθɛsːɪ	ˈθ ɛ sː ɪ	8 E s i	T V S V	D E S I	that:B	1788
6309	ICELANDIC	isl	that		hɪnː	h ɪ nː	h i n	H V N	H I N	that:O	1794
6310	FAROESE	fao	that		ˈhɛaːsɪn	ˈh ɛaː s ɪ n	h E s i n	H V S V N	H E S I N	that:P	1795
6311	FAROESE	fao	that		tʰanː	tʰ a nː	t a n	T V N	T A N	that:B	1788
6312	NORWEGIAN_RIKSMAL	nor	that		dɛnː	d ɛ nː	d E n	T V N	T E N	that:B	1788
6313	STAVANGERSK		that		ˈdɛ̀nːə	ˈd ɛ̀ nː ə	d E n I	T V N V	T E N E	that:B	1788
6314	OLD_SWEDISH		that		ˈθænːe	ˈθ æ nː e	8 E n e	T V N V	D E N E	that:B	1788
6315	OLD_SWEDISH		that		saːr	s aː r	s a r	S V R	S A R	that:B	1788
6316	SWEDISH	swe	that		ˈdɛ̀nə	ˈd ɛ̀ n ə	d E n I	T V N V	T E N E	that:B	1788
6317	ELFDALIAN	qov	that		ɛːðˈdɑːr	ɛː ð ˈd ɑː r	E 8 d o r	V T T V R	E D T A R	that:B	1788
6318	DANISH	dan	that		dɛn	d ɛ n	d E n	T V N	T E N	that:B	1788
6319	DANISH_FJOLDE		that		dænʲ	d æ nʲ	d E n	T V N	T E N	that:B	1788
6320	GUTNISH_LAU		that		dɛnː_dɛːr	d ɛ nː d ɛː r	d E n d E r	T V N T V R	T E N T E R	that:B	1788
6321	ENGLISH	eng	that		ðæt	ð æ t	8 E t	T V T	D E T	that:B	1788
6323	DUTCH	nld	that		di	d i	d i	T V	T I	that:B	1788
6324	GERMAN	deu	that		je:nɐ	j e: n ɐ	y e n a	J V N V	J E N E	that:G	1792
6325	GERMAN	deu	that		das	d a s	d a s	T V S	T A S	that:B	1788
6326	LATIN	lat	that		ˈilːe	ˈi lː e	i l e	V R V	I L E	that:E	1790
6327	OLD_IRISH	sga	that		sʹinʹ	sʹ i nʹ	s i n	S V N	S I N	that:B	1788
6637	OSSETIC_IRON	oss	there		wym	w y m	w i m	W V M	W Y M	there:G	1798
6638	OSSETIC_DIGOR	oss	there		womi	w o m i	w o m i	W V M V	W U M I	there:G	1798
6639	URDU	urd	there		wəhɑ̃	w ə h ɑ̃	w I h o	W V H V	W E H A	there:L	1799
6640	MARATHI	mar	there		tetʰe	t e tʰ e	t e t e	T V T V	T E T E	there:L	1799
6641	OLD_CHURCH_SLAVONIC	chu	there		tu	t u	t u	T V	T Y	there:B	1796
6642	SERBO-CROATIAN	srp	there		ˈtâmɔ	ˈt â m ɔ	t a m o	T V M V	T A M U	there:B	1796
6643	BULGARIAN	bul	there		tam	t a m	t a m	T V M	T A M	there:B	1796
6644	MACEDONIAN	mkd	there		ˈtamu	ˈt a m u	t a m u	T V M V	T A M Y	there:B	1796
6645	RUSSIAN	rus	there		tam	t a m	t a m	T V M	T A M	there:B	1796
6646	POLISH	pol	there		tam	t a m	t a m	T V M	T A M	there:B	1796
6647	BELARUSIAN	bel	there		tam	t a m	t a m	T V M	T A M	there:B	1796
6648	UKRAINIAN	ukr	there		tam	t a m	t a m	T V M	T A M	there:B	1796
6649	SLOVAK	slk	there		tam	t a m	t a m	T V M	T A M	there:B	1796
6650	CZECH	ces	there		tam	t a m	t a m	T V M	T A M	there:B	1796
6651	SORBIAN_UPPER	hsb	there		tam	t a m	t a m	T V M	T A M	there:B	1796
6652	SORBIAN_LOWER	dsb	there		tam	t a m	t a m	T V M	T A M	there:B	1796
6653	SLOVENIAN	slv	there		tam	t a m	t a m	T V M	T A M	there:B	1796
6654	OLD_NORSE	non	there		θar	θ a r	8 a r	T V R	D A R	there:B	1796
6655	ICELANDIC	isl	there		θaːr	θ aː r	8 a r	T V R	D A R	there:B	1796
6656	FAROESE	fao	there		hɛaːɹ	h ɛaː ɹ	h E r	H V R	H E R	there:B	1796
6657	NORWEGIAN_RIKSMAL	nor	there		dæːɾ	d æː ɾ	d E r	T V R	T E R	there:B	1796
6658	STAVANGERSK		there		dɛːʁ	d ɛː ʁ	d E G	T V R	T E R	there:B	1796
6659	OLD_SWEDISH		there		θæːr	θ æː r	8 E r	T V R	D E R	there:B	1796
6660	SWEDISH	swe	there		dæːr	d æː r	d E r	T V R	T E R	there:B	1796
6661	ELFDALIAN	qov	there		dɑːr	d ɑː r	d o r	T V R	T A R	there:B	1796
6662	DANISH	dan	there		dɛɐ̯	d ɛɐ̯	d E	T V	T E	there:B	1796
6663	DANISH_FJOLDE		there		deæɹ	d eæ ɹ	d e r	T V R	T E R	there:B	1796
6664	GUTNISH_LAU		there		dɛːr	d ɛː r	d E r	T V R	T E R	there:B	1796
6665	ENGLISH	eng	there		ðɛə	ð ɛə	8 E	T V	D E	there:B	1796
6667	DUTCH	nld	there		dar	d a r	d a r	T V R	T A R	there:B	1796
6668	GERMAN	deu	there		dɔrt	d ɔ r t	d o r t	T V R T	T U R T	there:B	1796
6669	LATIN	lat	there		ˈibiː	ˈi b iː	i b i	V P V	I P I	there:S	1800
6670	CATALAN	cat	there		əki	ə k i	I k i	V K V	E K I	there:C	1797
6671	PORTUGUESE	por	there		ɐˈi	ɐ ˈi	a i	V V	E I	there:C	1797
6672	SPANISH	spa	there		ai	ai	a	V	A	there:C	1797
6673	FRENCH	fra	there		la	l a	l a	R V	L A	there:C	1797
6674	ITALIAN	ita	there		la	l a	l a	R V	L A	there:C	1797
7116	GREEK	ell	they		afˈti	a f ˈt i	a f t i	V P T V	A B T I	they:J	1804
7119	OSSETIC_IRON	oss	they		wydon	w y d o n	w i d o n	W V T V N	W Y T U N	they:Q	1808
7121	ORIYA	ori	they		semane	s e m a n e	s e m a n e	S V M V N V	S E M A N E	they:J	1804
7122	URDU	urd	they		woʰ	w oʰ	w o	W V	W U	they:N	1806
7123	MARATHI	mar	they		te	t e	t e	T V	T E	they:J	1804
7124	OLD_CHURCH_SLAVONIC	chu	they		ɔni	ɔ n i	o n i	V N V	U N I	they:L	1805
7125	OLD_CHURCH_SLAVONIC	chu	they		ji	j i	y i	J V	J I	they:B	1801
7126	OLD_CHURCH_SLAVONIC	chu	they		ti	t i	t i	T V	T I	they:J	1804
7127	SERBO-CROATIAN	srp	they		ˈɔ̌ni	ˈɔ̌ n i	o n i	V N V	U N I	they:L	1805
7128	BULGARIAN	bul	they		tɛ	t ɛ	t E	T V	T E	they:J	1804
7129	MACEDONIAN	mkd	they		ˈtiɛ	ˈt i ɛ	t i E	T V V	T I E	they:J	1804
7130	RUSSIAN	rus	they		ɔnʲi	ɔ nʲ i	o n i	V N V	U N I	they:L	1805
7131	POLISH	pol	they		ˈɔɲi	ˈɔ ɲ i	o H i	V N V	U N I	they:L	1805
7132	BELARUSIAN	bel	they		jaˈnɨ	j a ˈn ɨ	y a n I	J V N V	J A N I	they:L	1805
7133	UKRAINIAN	ukr	they		ʋɔˈnɪ	ʋ ɔ ˈn ɪ	w o n i	W V N V	W U N I	they:L	1805
7134	SLOVAK	slk	they		ˈɔɲi	ˈɔ ɲ i	o H i	V N V	U N I	they:L	1805
7135	CZECH	ces	they		ˈɔɲɪ	ˈɔ ɲ ɪ	o H i	V N V	U N I	they:L	1805
7136	SORBIAN_UPPER	hsb	they		ˈwɔnʲi	ˈw ɔ nʲ i	w o n i	W V N V	W U N I	they:L	1805
7137	SORBIAN_LOWER	dsb	they		ˈwɘ̟ɲi	ˈw ɘ̟ ɲ i	w I H i	W V N V	W E N I	they:L	1805
7138	SLOVENIAN	slv	they		ˈɔ̌ːni	ˈɔ̌ː n i	o n i	V N V	U N I	they:L	1805
7139	OLD_NORSE	non	they		θɛir	θ ɛi r	8 E r	T V R	D E R	they:J	1804
7140	ICELANDIC	isl	they		θeiːr	θ eiː r	8 e r	T V R	D E R	they:J	1804
7141	FAROESE	fao	they		tʰaiːɹ	tʰ aiː ɹ	t a r	T V R	T A R	they:J	1804
7142	NORWEGIAN_RIKSMAL	nor	they		diː	d iː	d i	T V	T I	they:J	1804
7143	STAVANGERSK		they		diː	d iː	d i	T V	T I	they:J	1804
7144	OLD_SWEDISH		they		ˈθeː	ˈθ eː	8 e	T V	D E	they:J	1804
7145	SWEDISH	swe	they		dɔmː	d ɔ mː	d o m	T V M	T U M	they:J	1804
7146	ELFDALIAN	qov	they		dɪɛːr	d ɪɛː r	d i r	T V R	T I R	they:J	1804
7147	DANISH	dan	they		di	d i	d i	T V	T I	they:J	1804
7148	DANISH_FJOLDE		they		di	d i	d i	T V	T I	they:J	1804
7149	GUTNISH_LAU		they		dɪː	d ɪː	d i	T V	T I	they:J	1804
7150	ENGLISH	eng	they		ðɛɪ	ð ɛɪ	8 E	T V	D E	they:J	1804
7152	DUTCH	nld	they		zɛi	z ɛi	z E	S V	S E	they:J	1804
7153	GERMAN	deu	they		zi:	z i:	z i	S V	S I	they:J	1804
7154	LATIN	lat	they		eiː	eiː	e	V	E	they:F	1802
7155	PORTUGUESE	por	they		ˈelɨʃ	ˈe l ɨ ʃ	e l I S	V R V S	E L I S	they:F	1802
7156	SPANISH	spa	they		eʎos	e ʎ o s	e l o s	V R V S	E L U S	they:F	1802
7157	FRENCH	fra	they		il	i l	i l	V R	I L	they:F	1802
7158	ITALIAN	ita	they		koloro	k o l o r o	k o l o r o	K V R V R V	K U L U R U	they:P	1807
7159	ITALIAN	ita	they		essi	e ss i	e s i	V S V	E S I	they:J	1804
7160	OLD_IRISH	sga	they		e:	e:	e	V	E	they:I	1803
3413	ANCIENT_GREEK	grc	thick		pyknós	p y k n ó s	p i k n o s	P V K N V S	P Y K N U S	thick:H	1814
3414	ANCIENT_GREEK	grc	thick		pakʰýs	p a kʰ y s	p a k i s	P V K V S	P A K Y S	thick:I	1815
3415	GREEK	ell	thick		xo̞ˈndro̞s	x o̞ ˈn d r o̞ s	x o n d r o s	K V N T R V S	G U N T R U S	thick:N	1817
3417	OSSETIC_IRON	oss	thick		bɐždžyn	b ɐ ž d ž y n	b a Z d Z i n	P V S T S V N	P E S T S Y N	thick:R	1819
3418	OSSETIC_DIGOR	oss	thick		bɐžgin	b ɐ ž g i n	b a Z g i n	P V S K V N	P E S K I N	thick:R	1819
3420	ORIYA	ori	thick		moʈa	m o ʈ a	m o t a	M V T V	M U T A	thick:C	1810
3422	URDU	urd	thick		ˈmoʈə	ˈm o ʈ ə	m o t I	M V T V	M U T E	thick:C	1810
3423	OLD_CHURCH_SLAVONIC	chu	thick		dɛbɛlʊ̆	d ɛ b ɛ l ʊ̆	d E b E l u	T V P V R V	T E P E L Y	thick:E	1812
3424	OLD_CHURCH_SLAVONIC	chu	thick		tl̩stʊ̆	t l̩ s t ʊ̆	t l s t u	T R S T V	T L S T Y	thick:F	1813
3425	SERBO-CROATIAN	srp	thick		ˈdɛ̌bɛɔ	ˈd ɛ̌ b ɛ ɔ	d E b E o	T V P V V	T E P E U	thick:E	1812
3426	BULGARIAN	bul	thick		dɘˈbɛɫ	d ɘ ˈb ɛ ɫ	d I b E l	T V P V R	T E P E L	thick:E	1812
3427	MACEDONIAN	mkd	thick		ˈdebɛl	ˈd e b ɛ l	d e b E l	T V P V R	T E P E L	thick:E	1812
3428	RUSSIAN	rus	thick		tɔɫstɨj	t ɔ ɫ s t ɨ j	t o l s t I y	T V R S T V J	T U L S T I J	thick:F	1813
3429	POLISH	pol	thick		ˈgrubɘ̟	ˈg r u b ɘ̟	g r u b I	K R V P V	K R Y P E	thick:M	1816
