ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
19357	Mnong-Rölöm	mng	to sew		ɟɨŋ	ɟ ɨ ŋ	C I N	K V N	C I N	5	3309
19358	Nyaheun	nev	to sew		ɟiŋ	ɟ i ŋ	C i N	K V N	C I N	5	3309
19360	Rengao	ren	to sew		ʦi̤t	ʦ i̤ t	c i t	K V T	C I T	6	3310
19361	Sre	kpm	to sew		ɟiŋ	ɟ i ŋ	C i N	K V N	C I N	5	3309
19362	Stieng	sti	to sew		ɟeɲ	ɟ e ɲ	C e H	K V N	C E N	5	3309
19365	Bru-Talan	oog	to sew		jeːh	j eː h	y e h	J V H	J E H	8	3311
19366	Bru-Ubon	bru	to sew		jiːh	j iː h	y i h	J V H	J I H	8	3311
19367	In	irr	to sew		ɟeːh	ɟ eː h	C e h	K V H	C E H	8	3311
19368	Katang	kgd	to sew		jɪːh	j ɪː h	y i h	J V H	J I H	8	3311
19369	Katu-AnDiem	ktv	to sew		ʔih	ʔ i h	7 i h	H V H	H I H	8	3311
19371	Kui(Sriwises1978)	kdt	to sew		jìh	j ì h	y i h	J V H	J I H	8	3311
19372	Kui(Huffman1979)	kdt	to sew		jih	j i h	y i h	J V H	J I H	8	3311
19374	Mankong	sss	to sew		jeːh	j eː h	y e h	J V H	J E H	8	3311
19375	Nge'	ngt	to sew		ʔiːh	ʔ iː h	7 i h	H V H	H I H	8	3311
19376	Pacoh	pac	to sew		ʔḭːh	ʔ ḭː h	7 i h	H V H	H I H	8	3311
19377	So-Khammouane	sss	to sew		jih	j i h	y i h	J V H	J I H	8	3311
19378	So-SakonNakhon	sss	to sew		jih	j i h	y i h	J V H	J I H	8	3311
19379	Souei-Saravan	kdt	to sew		jiːh	j iː h	y i h	J V H	J I H	8	3311
19380	TaOi	tto	to sew		ɟeːh	ɟ eː h	C e h	K V H	C E H	8	3311
19381	Khasi	khi	to sew		suʔ	s u ʔ	s u 7	S V H	S Y H	9	3312
19383	Pnar	pbv	to sew		sor	s o r	s o r	S V R	S U R	10	3296
19384	War-Lamin	aml	to sew		sʊ	s ʊ	s u	S V	S Y	9	3312
19385	Khmer-Surin	kxm	to sew		deːr	d eː r	d e r	T V R	T E R	11	3297
19386	Khmer-Standard	khm	to sew		dej	d e j	d e y	T V J	T E J	11	3297
19387	Idu	tyh	to sew		jarîəŋ	j a r îə ŋ	y a r i N	J V R V N	J A R I N	12	3298
19388	Khmu-Cuang	kjg	to sew		lɔs	l ɔ s	l o s	R V S	L U S	13	3299
19390	Khmu-Yuan	kjg	to sew		lɔ̀ːs	l ɔ̀ː s	l o s	R V S	L U S	13	3299
19392	Mal-T'in	mlf	to sew		kiŋ	k i ŋ	k i N	K V N	K I N	5	3309
19398	Bugan	bbh	to sew		pa̰³¹	p a̰	p a	P V	P A	14	3300
19399	Mon	mnw	to sew		còɲ	c ò ɲ	T o H	K V N	C U N	5	3309
19400	Nyahkur	cbn	to sew		cʰìːŋ	cʰ ìː ŋ	T i N	K V N	C I N	5	3309
19406	Gorum	pcj	to sew		pa̰n	p a̰ n	p a n	P V N	P A N	19	3302
19409	Kharia	khr	to sew		suʔ	s u ʔ	s u 7	S V H	S Y H	9	3312
19412	Santali	sat	to sew		roʔ	r o ʔ	r o 7	R V H	R U H	22	3303
19413	Sora	srb	to sew		pʌd	p ʌ d	p o d	P V T	P E T	19	3302
19414	Sora	srb	to sew		bɔɟ	b ɔ ɟ	b o C	P V K	P U C	23	3304
19415	Car	caq	to sew		coːk	c oː k	T o k	K V K	C U K	24	3305
19417	Nancowri	ncb	to sew		iciːh	i c iː h	i T i h	V K V H	I C I H	8	3311
19424	Lawa(Ratanakul)	lcp	to sew		cʰiɲ	cʰ i ɲ	T i H	K V N	C I N	5	3309
19426	ManMet	mml	to sew		sɔm⁵⁵	s ɔ m	s o m	S V M	S U M	38	3308
19428	Palaung-Dara'ang	pce	to sew		ciɲ	c i ɲ	T i H	K V N	C I N	5	3309
19429	Palaung-Kalaw	pce	to sew		cin	c i n	T i n	K V N	C I N	5	3309
19431	Palaung-Namhsan	pce	to sew		ɟiŋ	ɟ i ŋ	C i N	K V N	C I N	5	3309
19432	Riang-Sak	ril	to sew		har¹	h a r	h a r	H V R	H A R	31	3306
19436	Wa-Praok	prk	to sew		tɕa̤ɲ	t ɕ a̤ ɲ	t S a H	T S V N	T S A N	5	3309
19441	Karii	pkt	to sew		kabiːt	k a b iː t	k a b i t	K V P V T	K A P I T	36	3307
19443	Ruc	scb	to sew		təpaː³	t ə p aː	t I p a	T V P V	T E P A	14	3300
19445	Vietnamese	vie	to sew		vá	v á	v a	W V	B A	14	3300
19457	Alak	alk	to shoot		paɲ	p a ɲ	p a H	P V N	P A N	3	3316
19458	Bahnar-Pleiku	bdq	to shoot		prah	p r a h	p r a h	P R V H	P R A H	7	3317
19459	Brao	brb	to shoot		paɲ	p a ɲ	p a H	P V N	P A N	3	3316
19463	Cua	cua	to shoot		pɛc	p ɛ c	p E T	P V K	P E C	3	3316
19464	Halang	hal	to shoot		pɛŋ	p ɛ ŋ	p E N	P V N	P E N	3	3316
19465	Jeh	jeh	to shoot		pɛŋ	p ɛ ŋ	p E N	P V N	P E N	3	3316
19466	Jru-Laven	lbo	to shoot		pɛɲ	p ɛ ɲ	p E H	P V N	P E N	3	3316
19470	Nyaheun	nev	to shoot		paɲ	p a ɲ	p a H	P V N	P A N	3	3316
19472	Rengao	ren	to shoot		pɛŋ	p ɛ ŋ	p E N	P V N	P E N	3	3316
19474	Sedang	sed	to shoot		pɛ̰ŋ	p ɛ̰ ŋ	p E N	P V N	P E N	3	3316
19475	Sre	kpm	to shoot		paɲ	p a ɲ	p a H	P V N	P A N	3	3316
19476	Stieng	sti	to shoot		paɲ	p a ɲ	p a H	P V N	P A N	3	3316
19479	Bru-Talan	oog	to shoot		pɛɲ	p ɛ ɲ	p E H	P V N	P E N	3	3316
19480	Bru-Ubon	bru	to shoot		pan	p a n	p a n	P V N	P A N	3	3316
19481	In	irr	to shoot		pɛn	p ɛ n	p E n	P V N	P E N	3	3316
19482	Katang	kgd	to shoot		pan	p a n	p a n	P V N	P A N	3	3316
19483	Katu-AnDiem	ktv	to shoot		paːh	p aː h	p a h	P V H	P A H	8	3318
19485	Kui(Sriwises1978)	kdt	to shoot		paɲ	p a ɲ	p a H	P V N	P A N	3	3316
19486	Kui(Huffman1979)	kdt	to shoot		paɲ	p a ɲ	p a H	P V N	P A N	3	3316
19488	Mankong	sss	to shoot		pan	p a n	p a n	P V N	P A N	3	3316
19489	Nge'	ngt	to shoot		pɛɲ	p ɛ ɲ	p E H	P V N	P E N	3	3316
19490	Pacoh	pac	to shoot		paɲ	p a ɲ	p a H	P V N	P A N	3	3316
19491	So-Khammouane	sss	to shoot		paɲ	p a ɲ	p a H	P V N	P A N	3	3316
19492	So-SakonNakhon	sss	to shoot		pɛn	p ɛ n	p E n	P V N	P E N	3	3316
19493	Souei-Saravan	kdt	to shoot		paɲ	p a ɲ	p a H	P V N	P A N	3	3316
19494	TaOi	tto	to shoot		pɛɲ	p ɛ ɲ	p E H	P V N	P E N	3	3316
19495	Khasi	khi	to shoot		siat	s ia t	s i t	S V T	S I T	9	3319
19496	Pnar	pbv	to shoot		siɛt̪	s iɛ t̪	s i t	S V T	S I T	9	3319
19497	War-Lamin	aml	to shoot		sit	s i t	s i t	S V T	S I T	9	3319
19498	Khmer-Surin	kxm	to shoot		baɲ	b a ɲ	b a H	P V N	P A N	3	3316
19499	Khmer-Standard	khm	to shoot		baɲ	b a ɲ	b a H	P V N	P A N	3	3316
19500	Idu	tyh	to shoot		pêŋ	p ê ŋ	p e N	P V N	P E N	3	3316
19501	Khmu-Cuang	kjg	to shoot		piɲ	p i ɲ	p i H	P V N	P I N	3	3316
19503	Khmu-Yuan	kjg	to shoot		píɲ	p í ɲ	p i H	P V N	P I N	3	3316
19505	Mal-T'in	mlf	to shoot		pʰəɲ	pʰ ə ɲ	p I H	P V N	P E N	3	3316
19508	Mang	zng	to shoot		ʔɔː¹	ʔ ɔː	7 o	H V	H U	10	3313
19509	Mon	mnw	to shoot		pɔn	p ɔ n	p o n	P V N	P U N	3	3316
19510	Nyahkur	cbn	to shoot		pɛ́ɲ	p ɛ́ ɲ	p E H	P V N	P E N	3	3316
19515	Gorum	pcj	to shoot		tiŋ	t i ŋ	t i N	T V N	T I N	11	3314
19518	Kharia	khr	to shoot		tũj̃	t ũ j̃	t u y	T V J	T Y J	11	3314
19523	Santali	sat	to shoot		tuɲ	t u ɲ	t u H	T V N	T Y N	11	3314
19524	Sora	srb	to shoot		tuɲ	t u ɲ	t u H	T V N	T Y N	11	3314
19525	Car	caq	to shoot		haɾɯl	h a ɾ ɯ l	h a r u l	H V R V R	H A R I L	15	3315
19527	Nancowri	ncb	to shoot		hafə́ɲ	h a f ə́ ɲ	h a f I H	H V P V N	H A B E N	3	3316
19537	Lawa(Ratanakul)	lcp	to shoot		poiɲ	p oi ɲ	p o H	P V N	P U N	3	3316
19539	ManMet	mml	to shoot		pʰɤn³⁵	pʰ ɤ n	p o n	P V N	P E N	3	3316
19541	Palaung-Dara'ang	pce	to shoot		băɲ	b ă ɲ	b a H	P V N	P A N	3	3316
19542	Palaung-Kalaw	pce	to shoot		ɓan	ɓ a n	b a n	P V N	P A N	3	3316
19544	Palaung-Namhsan	pce	to shoot		piŋ	p i ŋ	p i N	P V N	P I N	3	3316
19545	Riang-Sak	ril	to shoot		pəɲ¹	p ə ɲ	p I H	P V N	P E N	3	3316
19550	Wa-Praok	prk	to shoot		puɲ	p u ɲ	p u H	P V N	P Y N	3	3316
19556	Karii	pkt	to shoot		piɲʔ	p i ɲ ʔ	p i H 7	P V N H	P I N H	3	3316
19559	Ruc	scb	to shoot		píːɲ	p íː ɲ	p i H	P V N	P I N	3	3316
19562	Vietnamese	vie	to shoot		bắn	b a n	b a n	P V N	P A N	3	3316
19574	Alak	alk	to sit		taʔoːj	t a ʔ oː j	t a 7 o y	T V H V J	T A H U J	8	3343
19575	Bahnar-Golar	bdq	to sit		ʔwɛːj	ʔ w ɛː j	7 w E y	H W V J	H W E J	8	3343
19576	Bahnar-Kontum	bdq	to sit		ʔwɛːj	ʔ w ɛː j	7 w E y	H W V J	H W E J	8	3343
19577	Bahnar-Pleiku	bdq	to sit		ʔwɛːj	ʔ w ɛː j	7 w E y	H W V J	H W E J	8	3343
19578	Brao	brb	to sit		kuː	k uː	k u	K V	K Y	9	3344
19582	Cua	cua	to sit		ŋoːj	ŋ oː j	N o y	N V J	N U J	17	3326
19583	Halang	hal	to sit		həʔnəːl	h ə ʔ n əː l	h I 7 n I l	H V H N V R	H E H N E L	10	3321
19584	Jeh	jeh	to sit		siʔna̤n	s i ʔ n a̤ n	s i 7 n a n	S V H N V N	S I H N A N	10	3321
19585	Jru-Laven	lbo	to sit		ŋɔːk	ŋ ɔː k	N o k	N V K	N U K	1	3320
19589	Mnong-Rölöm	mng	to sit		guːk	g uː k	g u k	K V K	K Y K	12	3322
19590	Nyaheun	nev	to sit		kuo	k uo	k u	K V	K Y	9	3344
19592	Rengao	ren	to sit		ʔwɛj	ʔ w ɛ j	7 w E y	H W V J	H W E J	8	3343
19594	Stieng	sti	to sit		goʔ	g o ʔ	g o 7	K V H	K U H	12	3322
19597	Bru-Talan	oog	to sit		təkuː	t ə k uː	t I k u	T V K V	T E K Y	9	3344
19598	Bru-Ubon	bru	to sit		təkṳː	t ə k ṳː	t I k i	T V K V	T E K Y	9	3344
19599	In	irr	to sit		təkuː	t ə k uː	t I k u	T V K V	T E K Y	9	3344
19600	Katang	kgd	to sit		təkʊː	t ə k ʊː	t I k u	T V K V	T E K Y	9	3344
19601	Katu-AnDiem	ktv	to sit		təːt	t əː t	t I t	T V T	T E T	13	3323
19603	Kui(Sriwises1978)	kdt	to sit		təkaːw	t ə k aː w	t I k a w	T V K V W	T E K A W	9	3344
19604	Kui(Huffman1979)	kdt	to sit		təkʌw	t ə k ʌ w	t I k o w	T V K V W	T E K E W	9	3344
19606	Mankong	sss	to sit		təkṳː	t ə k ṳː	t I k i	T V K V	T E K Y	9	3344
19607	Nge'	ngt	to sit		taŋoː	t a ŋ oː	t a N o	T V N V	T A N U	9	3344
19608	Pacoh	pac	to sit		tikuː	t i k uː	t i k u	T V K V	T I K Y	9	3344
19609	So-Khammouane	sss	to sit		təkuː	t ə k uː	t I k u	T V K V	T E K Y	9	3344
19610	So-SakonNakhon	sss	to sit		təkṳː	t ə k ṳː	t I k i	T V K V	T E K Y	9	3344
19611	Souei-Saravan	kdt	to sit		təkuː	t ə k uː	t I k u	T V K V	T E K Y	9	3344
19612	TaOi	tto	to sit		təkuː	t ə k uː	t I k u	T V K V	T E K Y	9	3344
19613	Khasi	khi	to sit		ʃoŋ	ʃ o ŋ	S o N	S V N	S U N	15	3324
19615	Pnar	pbv	to sit		tʃɔŋ	t ʃ ɔ ŋ	t S o N	T S V N	T S U N	15	3324
19616	War-Lamin	aml	to sit		ʃkɪə	ʃ k ɪə	S k i	S K V	S K I	16	3325
19617	Khmer-Surin	kxm	to sit		ŋkuj	ŋ k u j	N k u y	N K V J	N K Y J	4	3340
19618	Khmer-Standard	khm	to sit		ʔɑŋkuj	ʔ ɑ ŋ k u j	7 o N k u y	H V N K V J	H A N K Y J	4	3340
19619	Idu	tyh	to sit		jíʔ	j í ʔ	y i 7	J V H	J I H	18	3327
19620	Khmu-Cuang	kjg	to sit		den	d e n	d e n	T V N	T E N	19	3328
19622	Khmu-Yuan	kjg	to sit		tèn	t è n	t e n	T V N	T E N	19	3328
19624	Mal-T'in	mlf	to sit		kʰujh	kʰ u j h	k u y h	K V J H	K Y J H	21	3329
19629	Bugan	bbh	to sit		ȵa³³	ȵ a	H a	N V	N A	23	3330
19630	Mang	zng	to sit		tan¹	t a n	t a n	T V N	T A N	19	3328
19631	Mon	mnw	to sit		hacòʔ	h a c ò ʔ	h a T o 7	H V K V H	H A C U H	24	3331
19632	Nyahkur	cbn	to sit		tʰɔ̀ŋ	tʰ ɔ̀ ŋ	t o N	T V N	T U N	25	3332
19635	Gorum	pcj	to sit		koko	k o k o	k o k o	K V K V	K U K U	9	3344
19638	Kharia	khr	to sit		ˈɖɔkɔ	ˈɖ ɔ k ɔ	d o k o	T V K V	T U K U	9	3344
19643	Santali	sat	to sit		duɽup˺	d u ɽ u p˺	d u r u p	T V R V P	T Y R Y P	28	3333
19644	Sora	srb	to sit		ˈtɑŋkum	ˈt ɑ ŋ k u m	t o N k u m	T V N K V M	T A N K Y M	29	3334
19645	Sora	srb	to sit		ɡob	ɡ o b	g o b	K V P	K U P	41	3341
19646	Car	caq	to sit		ʔuːc	ʔ uː c	7 u T	H V K	H Y C	30	3335
19648	Nancowri	ncb	to sit		ʔokə̃hare	ʔ o k ə̃ h a r e	7 o k I h a r e	H V K V H V R V	H U K E H A R E	9	3344
19649	Nancowri	ncb	to sit		kɯ̃ʔ	k ɯ̃ ʔ	k u 7	K V H	K I H	9	3344
19659	Lawa(Ratanakul)	lcp	to sit		ŋaom	ŋ ao m	N a m	N V M	N A M	34	3336
19661	ManMet	mml	to sit		tʰɛʔ⁵³	tʰ ɛ ʔ	t E 7	T V H	T E H	43	3342
19663	Palaung-Dara'ang	pce	to sit		tuc	t u c	t u T	T V K	T Y C	35	3337
19664	Palaung-Kalaw	pce	to sit		tuːjʔ	t uː j ʔ	t u y 7	T V J H	T Y J H	35	3337
19666	Palaung-Namhsan	pce	to sit		mɔʔ	m ɔ ʔ	m o 7	M V H	M U H	36	3338
19667	Riang-Sak	ril	to sit		kᵊɗe¹	kᵊ ɗ e	k d e	K T V	K T E	37	3339
19671	Wa-Praok	prk	to sit		ŋɔ̤m	ŋ ɔ̤ m	N o m	N V M	N U M	34	3336
19677	Karii	pkt	to sit		cadòːh	c a d òː h	T a d o h	K V T V H	C A T U H	41	3341
19679	Ruc	scb	to sit		ŋùːj	ŋ uː j	N u y	N V J	N Y J	17	3326
19682	Vietnamese	vie	to sit		ngồi	n g o i	n g o i	N K V V	N K U I	17	3326
19694	Alak	alk	to sleep/lie down		ŋaɲpʻic	ŋaɲ pʻic	N p	N P	N P	5	3362
19695	Bahnar-Golar	bdq	to sleep/lie down		tɛːp	t ɛː p	t E p	T V P	T E P	6	3363
19696	Bahnar-Kontum	bdq	to sleep/lie down		tɛːp	t ɛː p	t E p	T V P	T E P	6	3363
19697	Bahnar-Pleiku	bdq	to sleep/lie down		tɛːp	t ɛː p	t E p	T V P	T E P	6	3363
19698	Bahnar-Pleiku	bdq	to sleep/lie down		ɓic	ɓ i c	b i T	P V K	P I C	5	3362
19699	Brao	brb	to sleep/lie down		ŋkɨjhŋan	ŋkɨj hŋan	N h	N H	N H	7	3364
19703	Cua	cua	to sleep/lie down		bic	b i c	b i T	P V K	P I C	5	3362
19704	Halang	hal	to sleep/lie down		kuːj	k uː j	k u y	K V J	K Y J	7	3364
19705	Jeh	jeh	to sleep/lie down		ka̤t	k a̤ t	k a t	K V T	K A T	9	3365
19706	Jru-Laven	lbo	to sleep/lie down		kujŋen	kuj ŋen	k N	K N	K N	9	3365
19710	Mnong-Rölöm	mng	to sleep/lie down		beʔ	b e ʔ	b e 7	P V H	P E H	5	3362
19711	Nyaheun	nev	to sleep/lie down		kwiː	k w iː	k w i	K W V	K W I	9	3365
19712	Rengao	ren	to sleep/lie down		kṳj	k ṳ j	k i y	K V J	K Y J	9	3365
19714	Sedang	sed	to sleep/lie down		kɔj	k ɔ j	k o y	K V J	K U J	9	3365
19715	Sedang	sed	to sleep/lie down		tam	t a m	t a m	T V M	T A M	11	3345
19716	Sre	kpm	to sleep/lie down		bic	b i c	b i T	P V K	P I C	5	3362
19717	Sre	kpm	to sleep/lie down		kuj	k u j	k u y	K V J	K Y J	9	3365
19718	Stieng	sti	to sleep/lie down		bec	b e c	b e T	P V K	P E C	5	3362
19722	Bru-Talan	oog	to sleep/lie down		bicʔeːr	bic ʔeːr	b 7	P H	P H	5	3362
19723	Bru-Ubon	bru	to sleep/lie down		beʔləŋeːt	beʔ ləŋeːt	b l	P R	P L	5	3362
19724	In	irr	to sleep/lie down		bit	b i t	b i t	P V T	P I T	5	3362
19725	Katang	kgd	to sleep/lie down		bɪʔ	b ɪ ʔ	b i 7	P V H	P I H	5	3362
19726	Katu-AnDiem	ktv	to sleep/lie down		ɓəc	ɓ ə c	b I T	P V K	P E C	5	3362
19728	Kui(Sriwises1978)	kdt	to sleep/lie down		bic	b i c	b i T	P V K	P I C	5	3362
19729	Kui(Huffman1979)	kdt	to sleep/lie down		micklʌʔ	mic klʌʔ	m k	M K	M K	5	3362
19731	Mankong	sss	to sleep/lie down		beʔ	b e ʔ	b e 7	P V H	P E H	5	3362
19732	Nge'	ngt	to sleep/lie down		bicʔiːr	bic ʔiːr	b 7	P H	P H	5	3362
19733	Pacoh	pac	to sleep/lie down		biʔ	b i ʔ	b i 7	P V H	P I H	5	3362
19734	So-Khammouane	sss	to sleep/lie down		bicrəŋe̤ːt	bic rəŋe̤ːt	b r	P R	P R	5	3362
19735	So-SakonNakhon	sss	to sleep/lie down		bitləŋe̤ːt	bit ləŋe̤ːt	b l	P R	P L	5	3362
19736	Souei-Saravan	kdt	to sleep/lie down		bicsɛːŋ	bic sɛːŋ	b s	P S	P S	5	3362
19737	TaOi	tto	to sleep/lie down		bic	b i c	b i T	P V K	P I C	5	3362
19738	Khasi	khi	to sleep/lie down		tʰiaʔ	tʰ ia ʔ	t i 7	T V H	T I H	2	3350
19740	Pnar	pbv	to sleep/lie down		tʰiaʔ	tʰ ia ʔ	t i 7	T V H	T I H	2	3350
19741	War-Lamin	aml	to sleep/lie down		tʰɪəʔ	tʰ ɪə ʔ	t i 7	T V H	T I H	2	3350
19742	Khmer-Surin	kxm	to sleep/lie down		deːʔluəʔ	deːʔ luəʔ	d l	T R	T L	2	3350
19743	Khmer-Standard	khm	to sleep/lie down		deiʔ	d ei ʔ	d e 7	T V H	T E H	2	3350
19744	Idu	tyh	to sleep/lie down		táʔ	t á ʔ	t a 7	T V H	T A H	14	3346
19745	Khmu-Cuang	kjg	to sleep/lie down		sih	s i h	s i h	S V H	S I H	15	3347
19748	Khmu-Yuan	kjg	to sleep/lie down		sís	s í s	s i s	S V S	S I S	15	3347
19750	Mal-T'in	mlf	to sleep/lie down		tʰeh	tʰ e h	t e h	T V H	T E H	16	3348
19756	Mang	zng	to sleep/lie down		ʔɔŋ³	ʔ ɔ ŋ	7 o N	H V N	H U N	19	3349
19757	Mon	mnw	to sleep/lie down		toc	t o c	t o T	T V K	T U C	20	3351
19758	Nyahkur	cbn	to sleep/lie down		ŋkúj	ŋ k ú j	N k u y	N K V J	N K Y J	9	3365
19761	Gorum	pcj	to sleep/lie down		ɖimaˀd	ɖ i m aˀ d	d i m a d	T V M V T	T I M A T	23	3353
19764	Kharia	khr	to sleep/lie down		lɛmɛˀɖna	l ɛ m ɛˀ ɖ n a	l E m E d n a	R V M V T N V	L E M E T N A	22	3352
19770	Santali	sat	to sleep/lie down		japit˺	j a p i t˺	y a p i t	J V P V T	J A P I T	24	3354
19771	Sora	srb	to sleep/lie down		dimʌd	d i m ʌ d	d i m o d	T V M V T	T I M E T	23	3353
19772	Car	caq	to sleep/lie down		harɔh	h a r ɔ h	h a r o h	H V R V H	H A R U H	25	3355
19774	Nancowri	ncb	to sleep/lie down		ʔiteak	ʔ i t ea k	7 i t e k	H V T V K	H I T E K	2	3350
19786	Lawa(Ratanakul)	lcp	to sleep/lie down		ʔaic	ʔ ai c	7 a T	H V K	H A C	30	3357
19788	ManMet	mml	to sleep/lie down		ɛt⁵³	ɛ t	E t	V T	E T	30	3357
19790	Palaung-Dara'ang	pce	to sleep/lie down		ɁiɁ	Ɂ i Ɂ	7 i 7	H V H	H I H	30	3357
19791	Palaung-Kalaw	pce	to sleep/lie down		ʔiːʔ	ʔ iː ʔ	7 i 7	H V H	H I H	30	3357
19793	Palaung-Namhsan	pce	to sleep/lie down		ʔit	ʔ i t	7 i t	H V T	H I T	30	3357
19794	Riang-Sak	ril	to sleep/lie down		jɛt¹	j ɛ t	y E t	J V T	J E T	30	3357
19798	Wa-Praok	prk	to sleep/lie down		ʔit	ʔ i t	7 i t	H V T	H I T	30	3357
19806	Karii	pkt	to sleep/lie down		lam	l a m	l a m	R V M	L A M	26	3356
19807	Karii	pkt	to sleep/lie down		tŋəːc	t ŋ əː c	t N I T	T N V K	T N E C	32	3358
19809	Ruc	scb	to sleep/lie down		ɲəʌ́p⁴	ɲ əʌ́ p	H I p	N V P	N E P	33	3359
19812	Vietnamese	vie	to sleep/lie down		ngủ	n g u	n g u	N K V	N K Y	34	3360
19813	Vietnamese	vie	to sleep/lie down		giấc	g i a c	g i a T	K V V K	K I A C	35	3361
19824	Alak	alk	to smell (receive odor)		hɨːt	h ɨː t	h I t	H V T	H I T	5	3387
19825	Bahnar-Pleiku	bdq	to smell (receive odor)		ɓəw	ɓ ə w	b I w	P V W	P E W	6	3388
19826	Brao	brb	to smell (receive odor)		muk	m u k	m u k	M V K	M Y K	7	3389
19828	Cua	cua	to smell (receive odor)		hiːp	h iː p	h i p	H V P	H I P	8	3390
19829	Halang	hal	to smell (receive odor)		suːr	s uː r	s u r	S V R	S Y R	9	3391
19830	Jeh	jeh	to smell (receive odor)		hṳj	h ṳ j	h i y	H V J	H Y J	10	3366
19831	Jru-Laven	lbo	to smell (receive odor)		hɨːt	h ɨː t	h I t	H V T	H I T	5	3387
19832	Alak	alk	to smell (receive odor)		hɨːt	h ɨː t	h I t	H V T	H I T	5	3387
19833	Mnong-Rölöm	mng	to smell (receive odor)		ɓaːw	ɓ aː w	b a w	P V W	P A W	6	3388
19834	Mnong-Rölöm	mng	to smell (receive odor)		mhəːŋ	m h əː ŋ	m h I N	M H V N	M H E N	11	3367
19835	Nyaheun	nev	to smell (receive odor)		hɨːt	h ɨː t	h I t	H V T	H I T	5	3387
19836	Rengao	ren	to smell (receive odor)		ʔməw	ʔ m ə w	7 m I w	H M V W	H M E W	6	3388
19838	Sedang	sed	to smell (receive odor)		sṵ	s ṵ	s u	S V	S Y	9	3391
19839	Sre	kpm	to smell (receive odor)		rəhip	r ə h i p	r I h i p	R V H V P	R E H I P	8	3390
19840	Stieng	sti	to smell (receive odor)		heːp	h eː p	h e p	H V P	H E P	8	3390
19842	Bru-Talan	oog	to smell (receive odor)		cʰaˀar	cʰ aˀa r	T a r	K V R	C A R	12	3368
19843	Bru-Talan	oog	to smell (receive odor)		hɨk	h ɨ k	h I k	H V K	H I K	13	3369
19844	Bru-Ubon	bru	to smell (receive odor)		huːn	h uː n	h u n	H V N	H Y N	2	3376
19845	In	irr	to smell (receive odor)		hək	h ə k	h I k	H V K	H E K	13	3369
19846	Katang	kgd	to smell (receive odor)		pʰoːŋ	pʰ oː ŋ	p o N	P V N	P U N	14	3370
19847	Katu-AnDiem	ktv	to smell (receive odor)		huɲ	h u ɲ	h u H	H V N	H Y N	2	3376
19849	Kui(Sriwises1978)	kdt	to smell (receive odor)		hoːɲ	h oː ɲ	h o H	H V N	H U N	2	3376
19850	Kui(Huffman1979)	kdt	to smell (receive odor)		hoːɲ	h oː ɲ	h o H	H V N	H U N	2	3376
19852	Mankong	sss	to smell (receive odor)		pʰɔːŋ	pʰ ɔː ŋ	p o N	P V N	P U N	14	3370
19853	Nge'	ngt	to smell (receive odor)		hɨk	h ɨ k	h I k	H V K	H I K	13	3369
19854	Pacoh	pac	to smell (receive odor)		ʔahɨk	ʔ a h ɨ k	7 a h I k	H V H V K	H A H I K	13	3369
19855	So-Khammouane	sss	to smell (receive odor)		huːɲ	h uː ɲ	h u H	H V N	H Y N	2	3376
19856	So-SakonNakhon	sss	to smell (receive odor)		huːn	h uː n	h u n	H V N	H Y N	2	3376
19857	Souei-Saravan	kdt	to smell (receive odor)		huːɲ	h uː ɲ	h u H	H V N	H Y N	2	3376
19858	TaOi	tto	to smell (receive odor)		hɨk	h ɨ k	h I k	H V K	H I K	13	3369
19859	Khasi	khi	to smell (receive odor)		sma	s m a	s m a	S M V	S M A	15	3371
19861	Pnar	pbv	to smell (receive odor)		sma	s m a	s m a	S M V	S M A	15	3371
19862	War-Lamin	aml	to smell (receive odor)		rʔɪəŋ	r ʔ ɪə ŋ	r 7 i N	R H V N	R H I N	16	3372
19863	Khmer-Surin	kxm	to smell (receive odor)		tʰʌːp	tʰ ʌː p	t o p	T V P	T E P	17	3373
19864	Khmer-Standard	khm	to smell (receive odor)		hət	h ə t	h I t	H V T	H E T	5	3387
19865	Idu	tyh	to smell (receive odor)		múk	m ú k	m u k	M V K	M Y K	7	3389
19866	Khmu-Cuang	kjg	to smell (receive odor)		hmʔɨr	h m ʔ ɨ r	h m 7 I r	H M H V R	H M H I R	18	3374
19867	Khmu-Cuang	kjg	to smell (receive odor)		mec	m e c	m e T	M V K	M E C	19	3375
19869	Khmu-Yuan	kjg	to smell (receive odor)		mèc	m è c	m e T	M V K	M E C	19	3375
19871	Mal-T'in	mlf	to smell (receive odor)		muk	m u k	m u k	M V K	M Y K	7	3389
19876	Bugan	bbh	to smell (receive odor)		ʦa̱n³³	ʦ a̱ n	c a n	K V N	C A N	12	3368
19877	Mang	zng	to smell (receive odor)		θɤj¹	θ ɤ j	8 o y	T V J	D E J	21	3377
19878	Mon	mnw	to smell (receive odor)		cʰəŋ	cʰ ə ŋ	T I N	K V N	C E N	22	3378
19879	Nyahkur	cbn	to smell (receive odor)		cʰóːŋ	cʰ óː ŋ	T o N	K V N	C U N	22	3378
19882	Gorum	pcj	to smell (receive odor)		mumoʔ	m u m o ʔ	m u m o 7	M V M V H	M Y M U H	24	3380
